refinedUse, dow, phase, dType, Time, Date & Time, use [kW], Cluster
 0.361983 , 4,3,1,10380,' 2014-06-12 17:38:00',1.93325,cluster7
 0.361983 , 4,3,1,10380,' 2014-06-12 17:38:00',1.93325,cluster7
 0.03815 , 0,0,0,21160,' 2014-06-15 04:16:00',1.424783,cluster8
 0.12335 , 3,1,1,1180,' 2014-06-18 08:18:00',0.480083,cluster11
 1.07427 , 2,2,1,4010,' 2014-06-10 11:01:00',2.123217,cluster18
 0.325984 , 6,3,0,11580,' 2014-07-05 18:58:00',0.736817,cluster17
 1.47277 , 2,1,1,1410,' 2014-07-01 08:41:00',1.923667,cluster14
 1.47277 , 2,1,1,1410,' 2014-07-01 08:41:00',1.923667,cluster14
 1.07427 , 2,2,1,4010,' 2014-06-10 11:01:00',2.123217,cluster18
 0.361983 , 4,3,1,10380,' 2014-06-12 17:38:00',1.93325,cluster7
 0.361983 , 4,3,1,10380,' 2014-06-12 17:38:00',1.93325,cluster7
 1.86162 , 3,3,1,7200,' 2014-06-25 14:20:00',2.233667,cluster19
 1.48793 , 2,1,1,1450,' 2014-07-01 08:45:00',1.93305,cluster14
 1.48793 , 2,1,1,1450,' 2014-07-01 08:45:00',1.93305,cluster14
 0.325984 , 6,3,0,11580,' 2014-07-05 18:58:00',0.736817,cluster17
 1.86162 , 3,3,1,7200,' 2014-06-25 14:20:00',2.233667,cluster19
 1.47277 , 2,1,1,1410,' 2014-07-01 08:41:00',1.923667,cluster14
 1.47277 , 2,1,1,1410,' 2014-07-01 08:41:00',1.923667,cluster14
 1.86162 , 3,3,1,7200,' 2014-06-25 14:20:00',2.233667,cluster19
 1.07427 , 2,2,1,4010,' 2014-06-10 11:01:00',2.123217,cluster18
 0 , 5,0,1,19100,' 2014-06-06 02:10:00',1.32638,cluster11
 1.86162 , 3,3,1,7200,' 2014-06-25 14:20:00',2.233667,cluster19
 1.48793 , 2,1,1,1450,' 2014-07-01 08:45:00',1.93305,cluster14
 1.48793 , 2,1,1,1450,' 2014-07-01 08:45:00',1.93305,cluster14
 1.36368 , 1,0,1,17100,' 2014-06-30 00:01:00',1.809267,cluster17
 0.325984 , 6,3,0,11580,' 2014-07-05 18:58:00',0.736817,cluster17
 0.008866 , 4,3,1,10210,' 2014-06-12 17:21:00',0.8629,cluster11
 0.300734 , 6,2,0,5430,' 2014-06-21 12:43:00',1.109667,cluster8
 1.47277 , 2,1,1,1410,' 2014-07-01 08:41:00',1.923667,cluster14
 1.47277 , 2,1,1,1410,' 2014-07-01 08:41:00',1.923667,cluster14
 1.86162 , 3,3,1,7200,' 2014-06-25 14:20:00',2.233667,cluster19
 1.36368 , 1,0,1,17100,' 2014-06-30 00:01:00',1.809267,cluster17
 1.86162 , 3,3,1,7200,' 2014-06-25 14:20:00',2.233667,cluster19
 1.5765 , 1,2,1,5280,' 2014-06-09 12:28:00',2.78255,cluster11
 1.86162 , 3,3,1,7200,' 2014-06-25 14:20:00',2.233667,cluster19
 1.36368 , 1,0,1,17100,' 2014-06-30 00:01:00',1.809267,cluster17
 1.0894 , 2,2,1,4020,' 2014-06-10 11:02:00',2.110917,cluster18
 1.43457 , 4,2,1,4020,' 2014-06-19 11:02:00',2.404867,cluster14
 1.43457 , 4,2,1,4020,' 2014-06-19 11:02:00',2.404867,cluster14
 1.0894 , 2,2,1,4020,' 2014-06-10 11:02:00',2.110917,cluster18
 1.15663 , 3,1,1,1110,' 2014-07-02 08:11:00',1.622233,cluster11
 0.2207 , 1,2,1,5300,' 2014-06-02 12:30:00',0.602233,cluster8
 1.43457 , 4,2,1,4020,' 2014-06-19 11:02:00',2.404867,cluster14
 1.43457 , 4,2,1,4020,' 2014-06-19 11:02:00',2.404867,cluster14
 0.876984 , 3,1,1,480,' 2014-05-28 07:48:00',3.1009,cluster3
 1.50065 , 2,3,1,10300,' 2014-06-10 17:30:00',2.683317,cluster4
 0.876984 , 3,1,1,480,' 2014-05-28 07:48:00',3.1009,cluster3
 1.43457 , 4,2,1,4020,' 2014-06-19 11:02:00',2.404867,cluster14
 1.43457 , 4,2,1,4020,' 2014-06-19 11:02:00',2.404867,cluster14
 1.34903 , 2,1,1,1510,' 2014-07-01 08:51:00',2.278817,cluster14
 1.34903 , 2,1,1,1510,' 2014-07-01 08:51:00',2.278817,cluster14
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 1.04322 , 5,3,0,12170,' 2014-07-04 19:17:00',2.346083,cluster9
 1.04322 , 5,3,0,12170,' 2014-07-04 19:17:00',2.346083,cluster9
 2.05543 , 3,3,1,7040,' 2014-06-25 14:04:00',4.426567,cluster19
 1.2902 , 5,1,0,2070,' 2014-07-04 09:07:00',2.46655,cluster3
 0.668117 , 4,0,1,14250,' 2014-06-05 21:25:00',0.81515,cluster3
 1.05055 , 3,1,1,1320,' 2014-07-02 08:32:00',1.876383,cluster3
 1.34903 , 2,1,1,1510,' 2014-07-01 08:51:00',2.278817,cluster14
 1.34903 , 2,1,1,1510,' 2014-07-01 08:51:00',2.278817,cluster14
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 1.65363 , 2,3,1,9090,' 2014-06-10 16:09:00',2.135,cluster4
 0.424534 , 1,0,1,15430,' 2014-05-26 22:43:00',1.46135,cluster8
 1.04322 , 5,3,0,12170,' 2014-07-04 19:17:00',2.346083,cluster9
 1.04322 , 5,3,0,12170,' 2014-07-04 19:17:00',2.346083,cluster9
 2.05543 , 3,3,1,7040,' 2014-06-25 14:04:00',4.426567,cluster19
 0.333167 , 6,0,0,18440,' 2014-06-14 01:44:00',1.45475,cluster17
 0.538188 , 3,3,1,10290,' 2014-06-04 17:29:00',2.20762,cluster11
 1.47 , 2,1,1,1420,' 2014-07-01 08:42:00',1.9218,cluster14
 1.47 , 2,1,1,1420,' 2014-07-01 08:42:00',1.9218,cluster14
 1.65363 , 2,3,1,9090,' 2014-06-10 16:09:00',2.135,cluster4
 1.2902 , 5,1,0,2070,' 2014-07-04 09:07:00',2.46655,cluster3
 0.668117 , 4,0,1,14250,' 2014-06-05 21:25:00',0.81515,cluster3
 0.333167 , 6,0,0,18440,' 2014-06-14 01:44:00',1.45475,cluster17
 0.538188 , 3,3,1,10290,' 2014-06-04 17:29:00',2.20762,cluster11
 0.076036 , 6,0,0,23540,' 2014-06-07 06:54:00',1.11332,cluster11
 1.27035 , 3,0,1,15020,' 2014-06-25 22:02:00',2.194967,cluster8
 0.44597 , 1,0,1,15420,' 2014-05-26 22:42:00',1.4767,cluster8
 2.05543 , 3,3,1,7040,' 2014-06-25 14:04:00',4.426567,cluster19
 0.333167 , 6,0,0,18440,' 2014-06-14 01:44:00',1.45475,cluster17
 2.27423 , 1,1,1,220,' 2014-06-09 07:22:00',2.652917,cluster2
 2.27423 , 1,1,1,220,' 2014-06-09 07:22:00',2.652917,cluster2
 1.65718 , 4,1,1,3070,' 2014-07-03 10:07:00',3.250817,cluster5
 0.333167 , 6,0,0,18440,' 2014-06-14 01:44:00',1.45475,cluster17
 1.33593 , 1,0,1,17200,' 2014-06-30 00:02:00',1.806933,cluster17
 0.333167 , 6,0,0,18440,' 2014-06-14 01:44:00',1.45475,cluster17
 0.44597 , 1,0,1,15420,' 2014-05-26 22:42:00',1.4767,cluster8
 0.337583 , 1,0,1,23480,' 2014-06-02 06:48:00',0.828283,cluster15
 0.337583 , 1,0,1,23480,' 2014-06-02 06:48:00',0.828283,cluster15
 1.37022 , 2,1,1,2560,' 2014-07-01 09:56:00',2.96535,cluster14
 1.37022 , 2,1,1,2560,' 2014-07-01 09:56:00',2.96535,cluster14
 1.65718 , 4,1,1,3070,' 2014-07-03 10:07:00',3.250817,cluster5
 1.37022 , 2,1,1,2560,' 2014-07-01 09:56:00',2.96535,cluster14
 1.37022 , 2,1,1,2560,' 2014-07-01 09:56:00',2.96535,cluster14
 1.33593 , 1,0,1,17200,' 2014-06-30 00:02:00',1.806933,cluster17
 0.337583 , 1,0,1,23480,' 2014-06-02 06:48:00',0.828283,cluster15
 0.337583 , 1,0,1,23480,' 2014-06-02 06:48:00',0.828283,cluster15
 0.5392 , 3,0,1,14050,' 2014-06-11 21:05:00',1.020383,cluster8
 1.36368 , 1,0,1,17100,' 2014-06-30 00:01:00',1.809267,cluster17
 1.24643 , 3,1,1,1440,' 2014-07-02 08:44:00',1.528567,cluster5
 1.24643 , 3,1,1,1440,' 2014-07-02 08:44:00',1.528567,cluster5
 1.24643 , 3,1,1,1440,' 2014-07-02 08:44:00',1.528567,cluster5
 1.84433 , 2,3,1,10400,' 2014-06-10 17:40:00',3.5099,cluster4
 0.0301 , 0,0,0,21000,' 2014-06-15 04:00:00',1.5809,cluster8
 1.84433 , 2,3,1,10400,' 2014-06-10 17:40:00',3.5099,cluster4
 0.401767 , 6,1,0,180,' 2014-06-07 07:18:00',0.691017,cluster15
 0.401767 , 6,1,0,180,' 2014-06-07 07:18:00',0.691017,cluster15
 1.08892 , 5,1,0,2120,' 2014-07-04 09:12:00',2.2243,cluster3
 0.683803 , 6,0,0,16150,' 2014-05-31 23:15:00',1.5349,cluster3
 0.1393 , 4,0,1,15590,' 2014-06-12 22:59:00',1.13565,cluster17
 0.401767 , 6,1,0,180,' 2014-06-07 07:18:00',0.691017,cluster15
 0.401767 , 6,1,0,180,' 2014-06-07 07:18:00',0.691017,cluster15
 1.05202 , 5,1,0,2220,' 2014-07-04 09:22:00',2.198283,cluster3
 1.08892 , 5,1,0,2120,' 2014-07-04 09:12:00',2.2243,cluster3
 0.116083 , 2,2,1,4560,' 2014-06-03 11:56:00',0.859283,cluster8
 0.24052 , 6,3,0,11130,' 2014-05-31 18:13:00',1.90553,cluster7
 0.24052 , 6,3,0,11130,' 2014-05-31 18:13:00',1.90553,cluster7
 0.401767 , 6,1,0,180,' 2014-06-07 07:18:00',0.691017,cluster15
 0.401767 , 6,1,0,180,' 2014-06-07 07:18:00',0.691017,cluster15
 0.683803 , 6,0,0,16150,' 2014-05-31 23:15:00',1.5349,cluster3
 1.08892 , 5,1,0,2120,' 2014-07-04 09:12:00',2.2243,cluster3
 0.65085 , 6,0,0,15510,' 2014-06-21 22:51:00',1.484767,cluster8
 0.556034 , 4,1,1,2110,' 2014-07-03 09:11:00',2.138717,cluster8
 0 , 6,0,0,20370,' 2014-06-28 03:37:00',1.079217,cluster11
 1.07427 , 2,2,1,4010,' 2014-06-10 11:01:00',2.123217,cluster18
 1.48793 , 2,1,1,1450,' 2014-07-01 08:45:00',1.93305,cluster14
 1.48793 , 2,1,1,1450,' 2014-07-01 08:45:00',1.93305,cluster14
 1.8335 , 3,2,1,6520,' 2014-06-25 13:52:00',5.384133,cluster5
 1.27807 , 4,2,1,5390,' 2014-07-03 12:39:00',2.13685,cluster4
 2.01395 , 2,3,1,10000,' 2014-06-10 17:00:00',2.854117,cluster4
 1.47277 , 2,1,1,1410,' 2014-07-01 08:41:00',1.923667,cluster14
 1.47277 , 2,1,1,1410,' 2014-07-01 08:41:00',1.923667,cluster14
 1.07427 , 2,2,1,4010,' 2014-06-10 11:01:00',2.123217,cluster18
 1.2902 , 5,1,0,2070,' 2014-07-04 09:07:00',2.46655,cluster3
 1.30905 , 5,1,0,2010,' 2014-07-04 09:01:00',2.43215,cluster3
 1.48793 , 2,1,1,1450,' 2014-07-01 08:45:00',1.93305,cluster14
 1.48793 , 2,1,1,1450,' 2014-07-01 08:45:00',1.93305,cluster14
 0.5478 , 0,1,0,160,' 2014-06-22 07:16:00',0.78775,cluster8
 1.27807 , 4,2,1,5390,' 2014-07-03 12:39:00',2.13685,cluster4
 1.86162 , 3,3,1,7200,' 2014-06-25 14:20:00',2.233667,cluster19
 1.30905 , 5,1,0,2010,' 2014-07-04 09:01:00',2.43215,cluster3
 0.422017 , 4,0,1,15140,' 2014-06-12 22:14:00',0.781633,cluster8
 1.07427 , 2,2,1,4010,' 2014-06-10 11:01:00',2.123217,cluster18
 1.36368 , 1,0,1,17100,' 2014-06-30 00:01:00',1.809267,cluster17
 1.2902 , 5,1,0,2070,' 2014-07-04 09:07:00',2.46655,cluster3
 2.2898 , 3,0,1,15380,' 2014-06-25 22:38:00',2.471417,cluster8
 1.48793 , 2,1,1,1450,' 2014-07-01 08:45:00',1.93305,cluster14
 1.48793 , 2,1,1,1450,' 2014-07-01 08:45:00',1.93305,cluster14
 0.191017 , 0,0,0,21350,' 2014-06-15 04:35:00',0.62915,cluster8
 1.86162 , 3,3,1,7200,' 2014-06-25 14:20:00',2.233667,cluster19
 1.27807 , 4,2,1,5390,' 2014-07-03 12:39:00',2.13685,cluster4
 1.30905 , 5,1,0,2010,' 2014-07-04 09:01:00',2.43215,cluster3
 1.86162 , 3,3,1,7200,' 2014-06-25 14:20:00',2.233667,cluster19
 1.36368 , 1,0,1,17100,' 2014-06-30 00:01:00',1.809267,cluster17
 1.30905 , 5,1,0,2010,' 2014-07-04 09:01:00',2.43215,cluster3
 0.480166 , 1,0,1,20160,' 2014-06-30 03:16:00',2.078633,cluster8
 1.50065 , 2,3,1,10300,' 2014-06-10 17:30:00',2.683317,cluster4
 1.55417 , 2,3,1,9330,' 2014-06-10 16:33:00',2.584483,cluster4
 0.796017 , 5,3,0,12380,' 2014-07-04 19:38:00',1.982817,cluster8
 0.530417 , 6,3,0,11410,' 2014-07-05 18:41:00',1.510367,cluster2
 0.530417 , 6,3,0,11410,' 2014-07-05 18:41:00',1.510367,cluster2
 1.50065 , 2,3,1,10300,' 2014-06-10 17:30:00',2.683317,cluster4
 1.55417 , 2,3,1,9330,' 2014-06-10 16:33:00',2.584483,cluster4
 1.50065 , 2,3,1,10300,' 2014-06-10 17:30:00',2.683317,cluster4
 0.330283 , 1,1,1,50,' 2014-06-02 07:05:00',1.35425,cluster15
 0.330283 , 1,1,1,50,' 2014-06-02 07:05:00',1.35425,cluster15
 1.55417 , 2,3,1,9330,' 2014-06-10 16:33:00',2.584483,cluster4
 0.330283 , 1,1,1,50,' 2014-06-02 07:05:00',1.35425,cluster15
 0.330283 , 1,1,1,50,' 2014-06-02 07:05:00',1.35425,cluster15
 1.34903 , 2,1,1,1510,' 2014-07-01 08:51:00',2.278817,cluster14
 1.34903 , 2,1,1,1510,' 2014-07-01 08:51:00',2.278817,cluster14
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 1.04322 , 5,3,0,12170,' 2014-07-04 19:17:00',2.346083,cluster9
 1.04322 , 5,3,0,12170,' 2014-07-04 19:17:00',2.346083,cluster9
 0.110417 , 0,0,1,17000,' 2014-06-29 00:00:00',0.2913,cluster11
 1.8335 , 3,2,1,6520,' 2014-06-25 13:52:00',5.384133,cluster5
 0 , 2,1,1,1050,' 2014-05-27 08:05:00',1.22968,cluster8
 0.244515 , 3,1,1,590,' 2014-06-18 07:59:00',1.013233,cluster11
 2.27423 , 1,1,1,220,' 2014-06-09 07:22:00',2.652917,cluster2
 2.27423 , 1,1,1,220,' 2014-06-09 07:22:00',2.652917,cluster2
 2.89197 , 1,0,1,16290,' 2014-06-30 23:29:00',8.30405,cluster17
 1.2902 , 5,1,0,2070,' 2014-07-04 09:07:00',2.46655,cluster3
 1.07427 , 2,2,1,4010,' 2014-06-10 11:01:00',2.123217,cluster18
 2.89197 , 1,0,1,16290,' 2014-06-30 23:29:00',8.30405,cluster17
 2.89197 , 1,0,1,16290,' 2014-06-30 23:29:00',8.30405,cluster17
 1.34903 , 2,1,1,1510,' 2014-07-01 08:51:00',2.278817,cluster14
 1.34903 , 2,1,1,1510,' 2014-07-01 08:51:00',2.278817,cluster14
 1.37022 , 2,1,1,2560,' 2014-07-01 09:56:00',2.96535,cluster14
 1.37022 , 2,1,1,2560,' 2014-07-01 09:56:00',2.96535,cluster14
 2.89197 , 1,0,1,16290,' 2014-06-30 23:29:00',8.30405,cluster17
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 2.27423 , 1,1,1,220,' 2014-06-09 07:22:00',2.652917,cluster2
 2.27423 , 1,1,1,220,' 2014-06-09 07:22:00',2.652917,cluster2
 1.04322 , 5,3,0,12170,' 2014-07-04 19:17:00',2.346083,cluster9
 1.04322 , 5,3,0,12170,' 2014-07-04 19:17:00',2.346083,cluster9
 0.69775 , 3,0,1,14480,' 2014-06-11 21:48:00',0.863033,cluster8
 1.07427 , 2,2,1,4010,' 2014-06-10 11:01:00',2.123217,cluster18
 0.692033 , 3,0,1,14320,' 2014-06-11 21:32:00',0.77945,cluster8
 1.37022 , 2,1,1,2560,' 2014-07-01 09:56:00',2.96535,cluster14
 1.37022 , 2,1,1,2560,' 2014-07-01 09:56:00',2.96535,cluster14
 0.167534 , 0,0,0,22190,' 2014-06-15 05:19:00',0.917967,cluster8
 0.402134 , 1,0,1,23460,' 2014-06-02 06:46:00',0.891083,cluster15
 0.402134 , 1,0,1,23460,' 2014-06-02 06:46:00',0.891083,cluster15
 0.402134 , 1,0,1,23460,' 2014-06-02 06:46:00',0.891083,cluster15
 0.402134 , 1,0,1,23460,' 2014-06-02 06:46:00',0.891083,cluster15
 1.37022 , 2,1,1,2560,' 2014-07-01 09:56:00',2.96535,cluster14
 1.37022 , 2,1,1,2560,' 2014-07-01 09:56:00',2.96535,cluster14
 1.07427 , 2,2,1,4010,' 2014-06-10 11:01:00',2.123217,cluster18
 1.36368 , 1,0,1,17100,' 2014-06-30 00:01:00',1.809267,cluster17
 0.388734 , 1,2,1,6070,' 2014-06-23 13:07:00',0.649917,cluster11
 0.649517 , 4,0,1,14360,' 2014-06-05 21:36:00',0.8138,cluster3
 0.0663 , 5,0,1,18260,' 2014-06-06 01:26:00',0.6194,cluster11
 1.37022 , 2,1,1,2560,' 2014-07-01 09:56:00',2.96535,cluster14
 1.37022 , 2,1,1,2560,' 2014-07-01 09:56:00',2.96535,cluster14
 1.36368 , 1,0,1,17100,' 2014-06-30 00:01:00',1.809267,cluster17
 1.84433 , 2,3,1,10400,' 2014-06-10 17:40:00',3.5099,cluster4
 1.36368 , 1,0,1,17100,' 2014-06-30 00:01:00',1.809267,cluster17
 1.63923 , 2,3,1,10390,' 2014-06-10 17:39:00',3.591567,cluster4
 1.21623 , 1,0,1,16150,' 2014-06-30 23:15:00',1.6893,cluster17
 0.2414 , 1,2,1,5470,' 2014-06-23 12:47:00',1.8513,cluster2
 0.2414 , 1,2,1,5470,' 2014-06-23 12:47:00',1.8513,cluster2
 1.63923 , 2,3,1,10390,' 2014-06-10 17:39:00',3.591567,cluster4
 1.63923 , 2,3,1,10390,' 2014-06-10 17:39:00',3.591567,cluster4
 1.21623 , 1,0,1,16150,' 2014-06-30 23:15:00',1.6893,cluster17
 1.63923 , 2,3,1,10390,' 2014-06-10 17:39:00',3.591567,cluster4
 1.21623 , 1,0,1,16150,' 2014-06-30 23:15:00',1.6893,cluster17
 1.63923 , 2,3,1,10390,' 2014-06-10 17:39:00',3.591567,cluster4
 0.441333 , 6,0,0,14540,' 2014-06-14 21:54:00',1.484233,cluster8
 0.401767 , 6,1,0,180,' 2014-06-07 07:18:00',0.691017,cluster15
 0.401767 , 6,1,0,180,' 2014-06-07 07:18:00',0.691017,cluster15
 1.30432 , 4,2,1,4280,' 2014-06-19 11:28:00',2.779417,cluster14
 1.30432 , 4,2,1,4280,' 2014-06-19 11:28:00',2.779417,cluster14
 0.683803 , 6,0,0,16150,' 2014-05-31 23:15:00',1.5349,cluster3
 0.958799 , 6,1,0,2250,' 2014-06-21 09:25:00',2.129283,cluster2
 0.958799 , 6,1,0,2250,' 2014-06-21 09:25:00',2.129283,cluster2
 0.401767 , 6,1,0,180,' 2014-06-07 07:18:00',0.691017,cluster15
 0.401767 , 6,1,0,180,' 2014-06-07 07:18:00',0.691017,cluster15
 0.419818 , 0,1,0,1120,' 2014-06-22 08:12:00',1.148367,cluster2
 0.419818 , 0,1,0,1120,' 2014-06-22 08:12:00',1.148367,cluster2
 0.02682 , 3,3,1,9140,' 2014-06-04 16:14:00',1.10417,cluster11
 0.2012 , 6,3,0,9470,' 2014-06-21 16:47:00',1.200617,cluster8
 1.30432 , 4,2,1,4280,' 2014-06-19 11:28:00',2.779417,cluster14
 1.30432 , 4,2,1,4280,' 2014-06-19 11:28:00',2.779417,cluster14
 1.27093 , 2,1,1,1590,' 2014-07-01 08:59:00',2.743567,cluster14
 1.27093 , 2,1,1,1590,' 2014-07-01 08:59:00',2.743567,cluster14
 0.958799 , 6,1,0,2250,' 2014-06-21 09:25:00',2.129283,cluster2
 0.958799 , 6,1,0,2250,' 2014-06-21 09:25:00',2.129283,cluster2
 0.123617 , 0,0,0,14440,' 2014-05-25 21:44:00',0.44835,cluster11
 0.683803 , 6,0,0,16150,' 2014-05-31 23:15:00',1.5349,cluster3
 0 , 6,3,0,10280,' 2014-05-31 17:28:00',1.54905,cluster15
 0 , 6,3,0,10280,' 2014-05-31 17:28:00',1.54905,cluster15
 0.123617 , 0,0,0,14440,' 2014-05-25 21:44:00',0.44835,cluster11
 1.4072 , 3,1,1,1130,' 2014-07-02 08:13:00',1.855533,cluster5
 0.419818 , 0,1,0,1120,' 2014-06-22 08:12:00',1.148367,cluster2
 0.419818 , 0,1,0,1120,' 2014-06-22 08:12:00',1.148367,cluster2
 0.184391 , 5,2,1,6530,' 2014-05-30 13:53:00',0.573567,cluster11
 0.840483 , 5,2,0,6080,' 2014-07-04 13:08:00',1.32185,cluster9
 0.840483 , 5,2,0,6080,' 2014-07-04 13:08:00',1.32185,cluster9
 0.368116 , 6,1,0,170,' 2014-06-07 07:17:00',0.663283,cluster15
 0.368116 , 6,1,0,170,' 2014-06-07 07:17:00',0.663283,cluster15
 0.02682 , 3,3,1,9140,' 2014-06-04 16:14:00',1.10417,cluster11
 1.30432 , 4,2,1,4280,' 2014-06-19 11:28:00',2.779417,cluster14
 1.30432 , 4,2,1,4280,' 2014-06-19 11:28:00',2.779417,cluster14
 1.27093 , 2,1,1,1590,' 2014-07-01 08:59:00',2.743567,cluster14
 1.27093 , 2,1,1,1590,' 2014-07-01 08:59:00',2.743567,cluster14
 0.419818 , 0,1,0,1120,' 2014-06-22 08:12:00',1.148367,cluster2
 0.419818 , 0,1,0,1120,' 2014-06-22 08:12:00',1.148367,cluster2
 0.958799 , 6,1,0,2250,' 2014-06-21 09:25:00',2.129283,cluster2
 0.958799 , 6,1,0,2250,' 2014-06-21 09:25:00',2.129283,cluster2
 1.5528 , 1,2,1,5270,' 2014-06-09 12:27:00',2.754083,cluster11
 2.26485 , 1,3,1,10240,' 2014-06-23 17:24:00',3.394767,cluster8
 1.4072 , 3,1,1,1130,' 2014-07-02 08:13:00',1.855533,cluster5
 2.22505 , 0,3,0,9430,' 2014-06-08 16:43:00',3.083867,cluster19
 0.02682 , 3,3,1,9140,' 2014-06-04 16:14:00',1.10417,cluster11
 0.12005 , 6,0,0,15590,' 2014-06-28 22:59:00',0.2886,cluster11
 1.4072 , 3,1,1,1130,' 2014-07-02 08:13:00',1.855533,cluster5
 0.701283 , 1,0,1,19540,' 2014-06-30 02:54:00',1.658233,cluster8
 0.465582 , 6,3,0,11070,' 2014-05-31 18:07:00',1.5919,cluster7
 0.465582 , 6,3,0,11070,' 2014-05-31 18:07:00',1.5919,cluster7
 0.907582 , 5,2,0,6070,' 2014-07-04 13:07:00',1.210883,cluster9
 0.907582 , 5,2,0,6070,' 2014-07-04 13:07:00',1.210883,cluster9
 1.07427 , 2,2,1,4010,' 2014-06-10 11:01:00',2.123217,cluster18
 0.465582 , 6,3,0,11070,' 2014-05-31 18:07:00',1.5919,cluster7
 0.465582 , 6,3,0,11070,' 2014-05-31 18:07:00',1.5919,cluster7
 1.48793 , 2,1,1,1450,' 2014-07-01 08:45:00',1.93305,cluster14
 1.48793 , 2,1,1,1450,' 2014-07-01 08:45:00',1.93305,cluster14
 0.465582 , 6,3,0,11070,' 2014-05-31 18:07:00',1.5919,cluster7
 0.465582 , 6,3,0,11070,' 2014-05-31 18:07:00',1.5919,cluster7
 1.27807 , 4,2,1,5390,' 2014-07-03 12:39:00',2.13685,cluster4
 0.031201 , 6,0,0,22490,' 2014-06-07 05:49:00',0.81635,cluster11
 0.035517 , 0,0,0,21150,' 2014-06-15 04:15:00',1.42395,cluster8
 0.465582 , 6,3,0,11070,' 2014-05-31 18:07:00',1.5919,cluster7
 0.465582 , 6,3,0,11070,' 2014-05-31 18:07:00',1.5919,cluster7
 0.134567 , 3,2,1,6170,' 2014-06-18 13:17:00',0.486817,cluster11
 1.07427 , 2,2,1,4010,' 2014-06-10 11:01:00',2.123217,cluster18
 1.36368 , 1,0,1,17100,' 2014-06-30 00:01:00',1.809267,cluster17
 0.356353 , 6,3,0,10410,' 2014-05-31 17:41:00',1.49937,cluster15
 0.356353 , 6,3,0,10410,' 2014-05-31 17:41:00',1.49937,cluster15
 1.48793 , 2,1,1,1450,' 2014-07-01 08:45:00',1.93305,cluster14
 1.48793 , 2,1,1,1450,' 2014-07-01 08:45:00',1.93305,cluster14
 0 , 5,0,1,22110,' 2014-06-06 05:11:00',1.0015,cluster11
 0.465582 , 6,3,0,11070,' 2014-05-31 18:07:00',1.5919,cluster7
 0.465582 , 6,3,0,11070,' 2014-05-31 18:07:00',1.5919,cluster7
 1.30905 , 5,1,0,2010,' 2014-07-04 09:01:00',2.43215,cluster3
 2.24605 , 0,0,1,16070,' 2014-06-29 23:07:00',2.993517,cluster16
 1.27807 , 4,2,1,5390,' 2014-07-03 12:39:00',2.13685,cluster4
 0.356353 , 6,3,0,10410,' 2014-05-31 17:41:00',1.49937,cluster15
 0.356353 , 6,3,0,10410,' 2014-05-31 17:41:00',1.49937,cluster15
 2.70977 , 0,3,0,9540,' 2014-06-08 16:54:00',3.18465,cluster19
 1.07427 , 2,2,1,4010,' 2014-06-10 11:01:00',2.123217,cluster18
 1.36368 , 1,0,1,17100,' 2014-06-30 00:01:00',1.809267,cluster17
 1.1027 , 4,2,1,4230,' 2014-06-19 11:23:00',2.6798,cluster14
 1.1027 , 4,2,1,4230,' 2014-06-19 11:23:00',2.6798,cluster14
 1.48793 , 2,1,1,1450,' 2014-07-01 08:45:00',1.93305,cluster14
 1.48793 , 2,1,1,1450,' 2014-07-01 08:45:00',1.93305,cluster14
 0.465582 , 6,3,0,11070,' 2014-05-31 18:07:00',1.5919,cluster7
 0.465582 , 6,3,0,11070,' 2014-05-31 18:07:00',1.5919,cluster7
 2.24605 , 0,0,1,16070,' 2014-06-29 23:07:00',2.993517,cluster16
 1.36368 , 1,0,1,17100,' 2014-06-30 00:01:00',1.809267,cluster17
 1.30905 , 5,1,0,2010,' 2014-07-04 09:01:00',2.43215,cluster3
 2.70977 , 0,3,0,9540,' 2014-06-08 16:54:00',3.18465,cluster19
 0.410184 , 1,0,1,23470,' 2014-06-02 06:47:00',0.898417,cluster15
 0.410184 , 1,0,1,23470,' 2014-06-02 06:47:00',0.898417,cluster15
 0.044334 , 3,2,1,5470,' 2014-06-18 12:47:00',1.1904,cluster11
 0.24695 , 1,2,1,5460,' 2014-06-23 12:46:00',1.84045,cluster2
 0.24695 , 1,2,1,5460,' 2014-06-23 12:46:00',1.84045,cluster2
 1.36368 , 1,0,1,17100,' 2014-06-30 00:01:00',1.809267,cluster17
 2.24605 , 0,0,1,16070,' 2014-06-29 23:07:00',2.993517,cluster16
 0.24695 , 1,2,1,5460,' 2014-06-23 12:46:00',1.84045,cluster2
 0.24695 , 1,2,1,5460,' 2014-06-23 12:46:00',1.84045,cluster2
 2.70977 , 0,3,0,9540,' 2014-06-08 16:54:00',3.18465,cluster19
 0 , 2,3,1,10120,' 2014-06-24 17:12:00',1.560367,cluster11
 1.50065 , 2,3,1,10300,' 2014-06-10 17:30:00',2.683317,cluster4
