refinedUse, dow, phase, dType, Time, Date & Time, use [kW], Cluster
 1.25583 , 2,1,1,1580,' 2014-07-01 08:58:00',2.850717,cluster14
 0.79865 , 5,3,1,11130,' 2014-06-20 18:13:00',1.753933,cluster8
 1.55083 , 2,3,1,10230,' 2014-06-10 17:23:00',2.95675,cluster4
 0.915633 , 5,3,0,12140,' 2014-07-04 19:14:00',2.22785,cluster9
 1.25583 , 2,1,1,1580,' 2014-07-01 08:58:00',2.850717,cluster14
 0.79865 , 5,3,1,11130,' 2014-06-20 18:13:00',1.753933,cluster8
 1.55083 , 2,3,1,10230,' 2014-06-10 17:23:00',2.95675,cluster4
 0.915633 , 5,3,0,12140,' 2014-07-04 19:14:00',2.22785,cluster9
 0.840167 , 3,0,1,19000,' 2014-06-18 02:00:00',1.987517,cluster8
 1.55083 , 2,3,1,10230,' 2014-06-10 17:23:00',2.95675,cluster4
 0.915633 , 5,3,0,12140,' 2014-07-04 19:14:00',2.22785,cluster9
 0.49417 , 5,3,1,10590,' 2014-05-30 17:59:00',1.60368,cluster7
 1.55083 , 2,3,1,10230,' 2014-06-10 17:23:00',2.95675,cluster4
 0.915633 , 5,3,0,12140,' 2014-07-04 19:14:00',2.22785,cluster9
 0.49417 , 5,3,1,10590,' 2014-05-30 17:59:00',1.60368,cluster7
 1.55083 , 2,3,1,10230,' 2014-06-10 17:23:00',2.95675,cluster4
 0.915633 , 5,3,0,12140,' 2014-07-04 19:14:00',2.22785,cluster9
 0.49417 , 5,3,1,10590,' 2014-05-30 17:59:00',1.60368,cluster7
 1.55083 , 2,3,1,10230,' 2014-06-10 17:23:00',2.95675,cluster4
 0.49417 , 5,3,1,10590,' 2014-05-30 17:59:00',1.60368,cluster7
 0 , 5,0,1,19260,' 2014-06-06 02:26:00',1.09097,cluster11
 0.49417 , 5,3,1,10590,' 2014-05-30 17:59:00',1.60368,cluster7
 0 , 5,0,1,19260,' 2014-06-06 02:26:00',1.09097,cluster11
 0.9529 , 3,0,1,17100,' 2014-07-02 00:10:00',1.830633,cluster8
 0.079867 , 1,1,1,1420,' 2014-06-23 08:42:00',1.095583,cluster11
 0.283383 , 4,0,1,21190,' 2014-06-19 04:19:00',1.7294,cluster8
 0.079867 , 1,1,1,1420,' 2014-06-23 08:42:00',1.095583,cluster11
 2.31655 , 4,2,1,6400,' 2014-07-03 13:40:00',2.472333,cluster4
 0.079867 , 1,1,1,1420,' 2014-06-23 08:42:00',1.095583,cluster11
 2.31655 , 4,2,1,6400,' 2014-07-03 13:40:00',2.472333,cluster4
 0.625197 , 3,3,1,12550,' 2014-06-04 19:55:00',1.60608,cluster11
 0.625197 , 3,3,1,12550,' 2014-06-04 19:55:00',1.60608,cluster11
 2.31655 , 4,2,1,6400,' 2014-07-03 13:40:00',2.472333,cluster4
 0.625197 , 3,3,1,12550,' 2014-06-04 19:55:00',1.60608,cluster11
 1.13003 , 0,0,1,16370,' 2014-06-29 23:37:00',1.664917,cluster17
 2.31655 , 4,2,1,6400,' 2014-07-03 13:40:00',2.472333,cluster4
 0.086387 , 5,0,1,20580,' 2014-05-30 03:58:00',0.586417,cluster11
 1.13003 , 0,0,1,16370,' 2014-06-29 23:37:00',1.664917,cluster17
 2.31655 , 4,2,1,6400,' 2014-07-03 13:40:00',2.472333,cluster4
 0.086387 , 5,0,1,20580,' 2014-05-30 03:58:00',0.586417,cluster11
 1.13003 , 0,0,1,16370,' 2014-06-29 23:37:00',1.664917,cluster17
 2.31655 , 4,2,1,6400,' 2014-07-03 13:40:00',2.472333,cluster4
 1.13003 , 0,0,1,16370,' 2014-06-29 23:37:00',1.664917,cluster17
 2.31655 , 4,2,1,6400,' 2014-07-03 13:40:00',2.472333,cluster4
 1.13003 , 0,0,1,16370,' 2014-06-29 23:37:00',1.664917,cluster17
 0.147033 , 6,0,0,19450,' 2014-06-14 02:45:00',1.2523,cluster8
 1.13003 , 0,0,1,16370,' 2014-06-29 23:37:00',1.664917,cluster17
 1.13003 , 0,0,1,16370,' 2014-06-29 23:37:00',1.664917,cluster17
 1.13003 , 0,0,1,16370,' 2014-06-29 23:37:00',1.664917,cluster17
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 1.13003 , 0,0,1,16370,' 2014-06-29 23:37:00',1.664917,cluster17
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 1.13003 , 0,0,1,16370,' 2014-06-29 23:37:00',1.664917,cluster17
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 1.04653 , 5,3,0,12180,' 2014-07-04 19:18:00',2.339217,cluster9
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 1.04653 , 5,3,0,12180,' 2014-07-04 19:18:00',2.339217,cluster9
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 1.04653 , 5,3,0,12180,' 2014-07-04 19:18:00',2.339217,cluster9
 1.80942 , 3,2,1,6160,' 2014-06-25 13:16:00',2.152267,cluster19
 0.061983 , 5,0,1,20490,' 2014-05-30 03:49:00',0.537783,cluster11
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 1.04653 , 5,3,0,12180,' 2014-07-04 19:18:00',2.339217,cluster9
 1.80942 , 3,2,1,6160,' 2014-06-25 13:16:00',2.152267,cluster19
 0.061983 , 5,0,1,20490,' 2014-05-30 03:49:00',0.537783,cluster11
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 1.04653 , 5,3,0,12180,' 2014-07-04 19:18:00',2.339217,cluster9
 1.4502 , 2,1,1,2260,' 2014-07-01 09:26:00',2.4097,cluster14
 0.404783 , 1,0,1,23370,' 2014-06-02 06:37:00',0.90335,cluster15
 1.80942 , 3,2,1,6160,' 2014-06-25 13:16:00',2.152267,cluster19
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 1.04653 , 5,3,0,12180,' 2014-07-04 19:18:00',2.339217,cluster9
 1.4502 , 2,1,1,2260,' 2014-07-01 09:26:00',2.4097,cluster14
 0.404783 , 1,0,1,23370,' 2014-06-02 06:37:00',0.90335,cluster15
 1.80942 , 3,2,1,6160,' 2014-06-25 13:16:00',2.152267,cluster19
 0 , 2,3,1,11130,' 2014-06-24 18:13:00',1.42915,cluster11
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 1.04653 , 5,3,0,12180,' 2014-07-04 19:18:00',2.339217,cluster9
 1.4502 , 2,1,1,2260,' 2014-07-01 09:26:00',2.4097,cluster14
 0.404783 , 1,0,1,23370,' 2014-06-02 06:37:00',0.90335,cluster15
 1.80942 , 3,2,1,6160,' 2014-06-25 13:16:00',2.152267,cluster19
 0 , 0,0,1,17440,' 2014-06-29 00:44:00',0.856967,cluster11
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 1.04653 , 5,3,0,12180,' 2014-07-04 19:18:00',2.339217,cluster9
 1.4502 , 2,1,1,2260,' 2014-07-01 09:26:00',2.4097,cluster14
 0.404783 , 1,0,1,23370,' 2014-06-02 06:37:00',0.90335,cluster15
 1.80942 , 3,2,1,6160,' 2014-06-25 13:16:00',2.152267,cluster19
 0.479267 , 1,2,1,5180,' 2014-06-09 12:18:00',1.65135,cluster9
 1.05563 , 3,0,1,17000,' 2014-07-02 00:00:00',1.4199,cluster8
 1.04653 , 5,3,0,12180,' 2014-07-04 19:18:00',2.339217,cluster9
 1.4502 , 2,1,1,2260,' 2014-07-01 09:26:00',2.4097,cluster14
 0.404783 , 1,0,1,23370,' 2014-06-02 06:37:00',0.90335,cluster15
 1.80942 , 3,2,1,6160,' 2014-06-25 13:16:00',2.152267,cluster19
 0.479267 , 1,2,1,5180,' 2014-06-09 12:18:00',1.65135,cluster9
 1.00765 , 1,0,1,16340,' 2014-06-30 23:34:00',3.546967,cluster17
 1.04653 , 5,3,0,12180,' 2014-07-04 19:18:00',2.339217,cluster9
 1.4502 , 2,1,1,2260,' 2014-07-01 09:26:00',2.4097,cluster14
 0.404783 , 1,0,1,23370,' 2014-06-02 06:37:00',0.90335,cluster15
 1.80942 , 3,2,1,6160,' 2014-06-25 13:16:00',2.152267,cluster19
 0.479267 , 1,2,1,5180,' 2014-06-09 12:18:00',1.65135,cluster9
 1.00765 , 1,0,1,16340,' 2014-06-30 23:34:00',3.546967,cluster17
 1.4502 , 2,1,1,2260,' 2014-07-01 09:26:00',2.4097,cluster14
 0.404783 , 1,0,1,23370,' 2014-06-02 06:37:00',0.90335,cluster15
 1.80942 , 3,2,1,6160,' 2014-06-25 13:16:00',2.152267,cluster19
 0.479267 , 1,2,1,5180,' 2014-06-09 12:18:00',1.65135,cluster9
 1.00765 , 1,0,1,16340,' 2014-06-30 23:34:00',3.546967,cluster17
 1.4502 , 2,1,1,2260,' 2014-07-01 09:26:00',2.4097,cluster14
 0.404783 , 1,0,1,23370,' 2014-06-02 06:37:00',0.90335,cluster15
 1.80942 , 3,2,1,6160,' 2014-06-25 13:16:00',2.152267,cluster19
 0.479267 , 1,2,1,5180,' 2014-06-09 12:18:00',1.65135,cluster9
 1.00765 , 1,0,1,16340,' 2014-06-30 23:34:00',3.546967,cluster17
 1.4502 , 2,1,1,2260,' 2014-07-01 09:26:00',2.4097,cluster14
 0.65892 , 3,3,1,13250,' 2014-06-04 20:25:00',2.35502,cluster11
 0.479267 , 1,2,1,5180,' 2014-06-09 12:18:00',1.65135,cluster9
 1.4502 , 2,1,1,2260,' 2014-07-01 09:26:00',2.4097,cluster14
 0.65892 , 3,3,1,13250,' 2014-06-04 20:25:00',2.35502,cluster11
 0.479267 , 1,2,1,5180,' 2014-06-09 12:18:00',1.65135,cluster9
 0.479267 , 1,2,1,5180,' 2014-06-09 12:18:00',1.65135,cluster9
 1.13987 , 3,1,1,2000,' 2014-07-02 09:00:00',2.278783,cluster5
 1.13987 , 3,1,1,2000,' 2014-07-02 09:00:00',2.278783,cluster5
 0.512306 , 1,3,1,11200,' 2014-05-26 18:20:00',1.66887,cluster7
 1.13987 , 3,1,1,2000,' 2014-07-02 09:00:00',2.278783,cluster5
 0.512306 , 1,3,1,11200,' 2014-05-26 18:20:00',1.66887,cluster7
 2.4308 , 1,0,1,16270,' 2014-06-30 23:27:00',4.88295,cluster17
 0.512306 , 1,3,1,11200,' 2014-05-26 18:20:00',1.66887,cluster7
 2.4308 , 1,0,1,16270,' 2014-06-30 23:27:00',4.88295,cluster17
 0.512306 , 1,3,1,11200,' 2014-05-26 18:20:00',1.66887,cluster7
 2.4308 , 1,0,1,16270,' 2014-06-30 23:27:00',4.88295,cluster17
 0.512306 , 1,3,1,11200,' 2014-05-26 18:20:00',1.66887,cluster7
 0.512306 , 1,3,1,11200,' 2014-05-26 18:20:00',1.66887,cluster7
 2.4308 , 1,0,1,16270,' 2014-06-30 23:27:00',4.88295,cluster17
 0.512306 , 1,3,1,11200,' 2014-05-26 18:20:00',1.66887,cluster7
 2.4308 , 1,0,1,16270,' 2014-06-30 23:27:00',4.88295,cluster17
 0.362634 , 4,0,1,14560,' 2014-06-12 21:56:00',1.18355,cluster8
 2.4308 , 1,0,1,16270,' 2014-06-30 23:27:00',4.88295,cluster17
 0.362634 , 4,0,1,14560,' 2014-06-12 21:56:00',1.18355,cluster8
 0.476873 , 1,3,1,11190,' 2014-05-26 18:19:00',1.6448,cluster7
 0.601317 , 5,2,0,6260,' 2014-07-04 13:26:00',0.98475,cluster16
 0.601317 , 5,2,0,6260,' 2014-07-04 13:26:00',0.98475,cluster16
 1.55218 , 6,3,0,10560,' 2014-06-21 17:56:00',7.6433,cluster2
 0 , 4,0,1,15290,' 2014-06-26 22:29:00',0.74415,cluster11
 1.55218 , 6,3,0,10560,' 2014-06-21 17:56:00',7.6433,cluster2
 0 , 4,0,1,15290,' 2014-06-26 22:29:00',0.74415,cluster11
 1.55218 , 6,3,0,10560,' 2014-06-21 17:56:00',7.6433,cluster2
 0 , 5,0,1,18210,' 2014-06-06 01:21:00',1.05383,cluster11
 0.457984 , 5,1,0,1120,' 2014-07-04 08:12:00',0.91005,cluster11
 1.55218 , 6,3,0,10560,' 2014-06-21 17:56:00',7.6433,cluster2
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 0 , 5,0,1,18210,' 2014-06-06 01:21:00',1.05383,cluster11
 0.317733 , 0,1,0,20,' 2014-06-22 07:02:00',1.084233,cluster8
 0 , 5,3,1,12340,' 2014-06-27 19:34:00',1.089467,cluster11
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 0 , 5,0,1,18210,' 2014-06-06 01:21:00',1.05383,cluster11
 0 , 5,3,1,12340,' 2014-06-27 19:34:00',1.089467,cluster11
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 0.866833 , 1,0,1,20120,' 2014-06-30 03:12:00',2.4535,cluster8
 0.317733 , 0,1,0,20,' 2014-06-22 07:02:00',1.084233,cluster8
 0.0903 , 6,0,0,19580,' 2014-06-14 02:58:00',1.265617,cluster8
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 1.02372 , 5,2,0,6250,' 2014-07-04 13:25:00',1.4066,cluster16
 0.2748 , 5,1,0,1110,' 2014-07-04 08:11:00',0.724417,cluster11
 0.144066 , 0,3,0,11240,' 2014-06-15 18:24:00',1.69545,cluster8
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 1.02372 , 5,2,0,6250,' 2014-07-04 13:25:00',1.4066,cluster16
 0.2748 , 5,1,0,1110,' 2014-07-04 08:11:00',0.724417,cluster11
 0 , 4,0,1,18480,' 2014-06-05 01:48:00',0.945433,cluster11
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 0.2748 , 5,1,0,1110,' 2014-07-04 08:11:00',0.724417,cluster11
 0 , 4,0,1,18480,' 2014-06-05 01:48:00',0.945433,cluster11
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 0.310199 , 0,1,0,10,' 2014-06-22 07:01:00',1.090317,cluster8
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 0.310199 , 0,1,0,10,' 2014-06-22 07:01:00',1.090317,cluster8
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 0.915633 , 5,3,0,12140,' 2014-07-04 19:14:00',2.22785,cluster9
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 0.915633 , 5,3,0,12140,' 2014-07-04 19:14:00',2.22785,cluster9
 0.915633 , 5,3,0,12140,' 2014-07-04 19:14:00',2.22785,cluster9
 0.49417 , 5,3,1,10590,' 2014-05-30 17:59:00',1.60368,cluster7
 0 , 5,0,1,19260,' 2014-06-06 02:26:00',1.09097,cluster11
 0.915633 , 5,3,0,12140,' 2014-07-04 19:14:00',2.22785,cluster9
 0.49417 , 5,3,1,10590,' 2014-05-30 17:59:00',1.60368,cluster7
 0.311301 , 5,3,0,7300,' 2014-07-04 14:30:00',0.8023,cluster8
 0.915633 , 5,3,0,12140,' 2014-07-04 19:14:00',2.22785,cluster9
 0.062934 , 1,0,1,23000,' 2014-06-02 06:00:00',0.9855,cluster8
 0.311301 , 5,3,0,7300,' 2014-07-04 14:30:00',0.8023,cluster8
 0.915633 , 5,3,0,12140,' 2014-07-04 19:14:00',2.22785,cluster9
 1.7938 , 0,3,0,10030,' 2014-06-08 17:03:00',2.918883,cluster8
 0 , 6,0,0,18400,' 2014-06-07 01:40:00',1.45072,cluster11
 0.915633 , 5,3,0,12140,' 2014-07-04 19:14:00',2.22785,cluster9
 1.7938 , 0,3,0,10030,' 2014-06-08 17:03:00',2.918883,cluster8
 0 , 6,0,0,18400,' 2014-06-07 01:40:00',1.45072,cluster11
 0.915633 , 5,3,0,12140,' 2014-07-04 19:14:00',2.22785,cluster9
 1.07034 , 6,3,0,11090,' 2014-05-31 18:09:00',2.18352,cluster7
 0 , 6,0,0,18400,' 2014-06-07 01:40:00',1.45072,cluster11
 0.915633 , 5,3,0,12140,' 2014-07-04 19:14:00',2.22785,cluster9
 1.07034 , 6,3,0,11090,' 2014-05-31 18:09:00',2.18352,cluster7
 0.161935 , 3,3,1,9360,' 2014-06-11 16:36:00',0.630217,cluster8
 0.915633 , 5,3,0,12140,' 2014-07-04 19:14:00',2.22785,cluster9
 1.07034 , 6,3,0,11090,' 2014-05-31 18:09:00',2.18352,cluster7
 0 , 6,0,0,18390,' 2014-06-07 01:39:00',1.43245,cluster11
 1.07034 , 6,3,0,11090,' 2014-05-31 18:09:00',2.18352,cluster7
 0 , 6,0,0,18390,' 2014-06-07 01:39:00',1.43245,cluster11
 1.07034 , 6,3,0,11090,' 2014-05-31 18:09:00',2.18352,cluster7
 0 , 6,0,0,18390,' 2014-06-07 01:39:00',1.43245,cluster11
 0.254484 , 0,3,0,10450,' 2014-06-15 17:45:00',1.422367,cluster8
 0.254484 , 0,3,0,10450,' 2014-06-15 17:45:00',1.422367,cluster8
 0.302301 , 1,2,1,4440,' 2014-06-09 11:44:00',1.276717,cluster8
 0.310517 , 6,2,0,5020,' 2014-06-21 12:02:00',0.8646,cluster8
 0.787134 , 0,3,0,10400,' 2014-06-22 17:40:00',1.817867,cluster8
 0.179567 , 6,1,0,2510,' 2014-07-05 09:51:00',1.238033,cluster11
 0.179567 , 6,1,0,2510,' 2014-07-05 09:51:00',1.238033,cluster11
 0 , 5,0,1,15050,' 2014-06-27 22:05:00',0.74375,cluster11
 0.179567 , 6,1,0,2510,' 2014-07-05 09:51:00',1.238033,cluster11
 1.13003 , 0,0,1,16370,' 2014-06-29 23:37:00',1.664917,cluster17
 0.484516 , 5,1,1,80,' 2014-06-20 07:08:00',0.87915,cluster7
 0.108683 , 0,0,0,20510,' 2014-06-15 03:51:00',1.092433,cluster8
 1.13003 , 0,0,1,16370,' 2014-06-29 23:37:00',1.664917,cluster17
 0.484516 , 5,1,1,80,' 2014-06-20 07:08:00',0.87915,cluster7
 1.13003 , 0,0,1,16370,' 2014-06-29 23:37:00',1.664917,cluster17
 0.484516 , 5,1,1,80,' 2014-06-20 07:08:00',0.87915,cluster7
 0 , 5,3,1,11540,' 2014-06-27 18:54:00',1.284817,cluster11
 0.148273 , 3,0,1,20250,' 2014-05-28 03:25:00',0.936333,cluster8
 0.484516 , 5,1,1,80,' 2014-06-20 07:08:00',0.87915,cluster7
 0.976649 , 0,0,1,16360,' 2014-06-29 23:36:00',1.482633,cluster17
 0.484516 , 5,1,1,80,' 2014-06-20 07:08:00',0.87915,cluster7
 0.976649 , 0,0,1,16360,' 2014-06-29 23:36:00',1.482633,cluster17
 0.484516 , 5,1,1,80,' 2014-06-20 07:08:00',0.87915,cluster7
 0.976649 , 0,0,1,16360,' 2014-06-29 23:36:00',1.482633,cluster17
 0.976649 , 0,0,1,16360,' 2014-06-29 23:36:00',1.482633,cluster17
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 0.976649 , 0,0,1,16360,' 2014-06-29 23:36:00',1.482633,cluster17
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 0.976649 , 0,0,1,16360,' 2014-06-29 23:36:00',1.482633,cluster17
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 2.4002 , 1,3,1,9160,' 2014-06-23 16:16:00',2.675667,cluster8
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 1.80942 , 3,2,1,6160,' 2014-06-25 13:16:00',2.152267,cluster19
 0.282866 , 6,3,0,10250,' 2014-07-05 17:25:00',1.193033,cluster8
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 1.80942 , 3,2,1,6160,' 2014-06-25 13:16:00',2.152267,cluster19
 0.282866 , 6,3,0,10250,' 2014-07-05 17:25:00',1.193033,cluster8
 1.00765 , 1,0,1,16340,' 2014-06-30 23:34:00',3.546967,cluster17
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 1.4502 , 2,1,1,2260,' 2014-07-01 09:26:00',2.4097,cluster14
 0.65892 , 3,3,1,13250,' 2014-06-04 20:25:00',2.35502,cluster11
 1.80942 , 3,2,1,6160,' 2014-06-25 13:16:00',2.152267,cluster19
 2.42265 , 1,3,1,9150,' 2014-06-23 16:15:00',2.677533,cluster8
 1.00765 , 1,0,1,16340,' 2014-06-30 23:34:00',3.546967,cluster17
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 1.4502 , 2,1,1,2260,' 2014-07-01 09:26:00',2.4097,cluster14
 0.306884 , 6,2,0,5320,' 2014-06-21 12:32:00',1.12425,cluster8
 1.80942 , 3,2,1,6160,' 2014-06-25 13:16:00',2.152267,cluster19
 2.42265 , 1,3,1,9150,' 2014-06-23 16:15:00',2.677533,cluster8
 0.479267 , 1,2,1,5180,' 2014-06-09 12:18:00',1.65135,cluster9
 1.00765 , 1,0,1,16340,' 2014-06-30 23:34:00',3.546967,cluster17
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 1.4502 , 2,1,1,2260,' 2014-07-01 09:26:00',2.4097,cluster14
 1.80942 , 3,2,1,6160,' 2014-06-25 13:16:00',2.152267,cluster19
 0 , 4,0,1,17440,' 2014-06-05 00:44:00',0.832817,cluster11
 0.479267 , 1,2,1,5180,' 2014-06-09 12:18:00',1.65135,cluster9
 1.00765 , 1,0,1,16340,' 2014-06-30 23:34:00',3.546967,cluster17
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 1.4502 , 2,1,1,2260,' 2014-07-01 09:26:00',2.4097,cluster14
 0.303033 , 4,0,1,21520,' 2014-07-03 04:52:00',1.933683,cluster8
 1.80942 , 3,2,1,6160,' 2014-06-25 13:16:00',2.152267,cluster19
 0 , 4,0,1,17440,' 2014-06-05 00:44:00',0.832817,cluster11
 0.479267 , 1,2,1,5180,' 2014-06-09 12:18:00',1.65135,cluster9
 1.00765 , 1,0,1,16340,' 2014-06-30 23:34:00',3.546967,cluster17
 1.4502 , 2,1,1,2260,' 2014-07-01 09:26:00',2.4097,cluster14
 1.7183 , 3,2,1,6550,' 2014-06-25 13:55:00',4.630717,cluster5
 0.55665 , 4,0,1,21120,' 2014-07-03 04:12:00',1.48765,cluster8
 0 , 4,0,1,17440,' 2014-06-05 00:44:00',0.832817,cluster11
 0.479267 , 1,2,1,5180,' 2014-06-09 12:18:00',1.65135,cluster9
 1.00765 , 1,0,1,16340,' 2014-06-30 23:34:00',3.546967,cluster17
 0.11949 , 4,0,1,21070,' 2014-05-29 04:07:00',0.38845,cluster11
 1.7183 , 3,2,1,6550,' 2014-06-25 13:55:00',4.630717,cluster5
 0.55665 , 4,0,1,21120,' 2014-07-03 04:12:00',1.48765,cluster8
 0.293367 , 6,3,0,10240,' 2014-07-05 17:24:00',1.1856,cluster8
 0.479267 , 1,2,1,5180,' 2014-06-09 12:18:00',1.65135,cluster9
 1.00765 , 1,0,1,16340,' 2014-06-30 23:34:00',3.546967,cluster17
 0.11949 , 4,0,1,21070,' 2014-05-29 04:07:00',0.38845,cluster11
 1.7183 , 3,2,1,6550,' 2014-06-25 13:55:00',4.630717,cluster5
 2.14747 , 3,2,1,6150,' 2014-06-25 13:15:00',2.513267,cluster19
 0.479267 , 1,2,1,5180,' 2014-06-09 12:18:00',1.65135,cluster9
 1.00765 , 1,0,1,16340,' 2014-06-30 23:34:00',3.546967,cluster17
 0.11949 , 4,0,1,21070,' 2014-05-29 04:07:00',0.38845,cluster11
 1.7183 , 3,2,1,6550,' 2014-06-25 13:55:00',4.630717,cluster5
 2.14747 , 3,2,1,6150,' 2014-06-25 13:15:00',2.513267,cluster19
 0.479267 , 1,2,1,5180,' 2014-06-09 12:18:00',1.65135,cluster9
 1.00765 , 1,0,1,16340,' 2014-06-30 23:34:00',3.546967,cluster17
 0 , 4,2,1,6140,' 2014-05-29 13:14:00',0.94475,cluster11
 1.7183 , 3,2,1,6550,' 2014-06-25 13:55:00',4.630717,cluster5
 0.479267 , 1,2,1,5180,' 2014-06-09 12:18:00',1.65135,cluster9
 0 , 4,2,1,6140,' 2014-05-29 13:14:00',0.94475,cluster11
 1.7183 , 3,2,1,6550,' 2014-06-25 13:55:00',4.630717,cluster5
 0.479267 , 1,2,1,5180,' 2014-06-09 12:18:00',1.65135,cluster9
 0.479267 , 1,2,1,5180,' 2014-06-09 12:18:00',1.65135,cluster9
 2.4308 , 1,0,1,16270,' 2014-06-30 23:27:00',4.88295,cluster17
 2.4308 , 1,0,1,16270,' 2014-06-30 23:27:00',4.88295,cluster17
 0.476873 , 1,3,1,11190,' 2014-05-26 18:19:00',1.6448,cluster7
 2.4308 , 1,0,1,16270,' 2014-06-30 23:27:00',4.88295,cluster17
 0.476873 , 1,3,1,11190,' 2014-05-26 18:19:00',1.6448,cluster7
 0.476873 , 1,3,1,11190,' 2014-05-26 18:19:00',1.6448,cluster7
 2.4308 , 1,0,1,16270,' 2014-06-30 23:27:00',4.88295,cluster17
 0.476873 , 1,3,1,11190,' 2014-05-26 18:19:00',1.6448,cluster7
 2.4308 , 1,0,1,16270,' 2014-06-30 23:27:00',4.88295,cluster17
 0.476873 , 1,3,1,11190,' 2014-05-26 18:19:00',1.6448,cluster7
 2.4308 , 1,0,1,16270,' 2014-06-30 23:27:00',4.88295,cluster17
 0.476873 , 1,3,1,11190,' 2014-05-26 18:19:00',1.6448,cluster7
 2.4308 , 1,0,1,16270,' 2014-06-30 23:27:00',4.88295,cluster17
 2.4308 , 1,0,1,16270,' 2014-06-30 23:27:00',4.88295,cluster17
 0.347884 , 0,2,0,4430,' 2014-06-08 11:43:00',1.2027,cluster11
 2.4308 , 1,0,1,16270,' 2014-06-30 23:27:00',4.88295,cluster17
 0.347884 , 0,2,0,4430,' 2014-06-08 11:43:00',1.2027,cluster11
 1.16807 , 3,1,1,1500,' 2014-07-02 08:50:00',1.725783,cluster5
 1.02372 , 5,2,0,6250,' 2014-07-04 13:25:00',1.4066,cluster16
 1.02372 , 5,2,0,6250,' 2014-07-04 13:25:00',1.4066,cluster16
 0 , 4,0,1,18480,' 2014-06-05 01:48:00',0.945433,cluster11
 1.02372 , 5,2,0,6250,' 2014-07-04 13:25:00',1.4066,cluster16
 1.02372 , 5,2,0,6250,' 2014-07-04 13:25:00',1.4066,cluster16
 1.02372 , 5,2,0,6250,' 2014-07-04 13:25:00',1.4066,cluster16
 1.04535 , 5,3,0,12220,' 2014-07-04 19:22:00',2.234783,cluster9
 1.12422 , 6,3,0,10550,' 2014-06-21 17:55:00',4.45245,cluster2
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 1.02372 , 5,2,0,6250,' 2014-07-04 13:25:00',1.4066,cluster16
 1.04535 , 5,3,0,12220,' 2014-07-04 19:22:00',2.234783,cluster9
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 1.02372 , 5,2,0,6250,' 2014-07-04 13:25:00',1.4066,cluster16
 1.04535 , 5,3,0,12220,' 2014-07-04 19:22:00',2.234783,cluster9
 1.12422 , 6,3,0,10550,' 2014-06-21 17:55:00',4.45245,cluster2
 0.803467 , 2,2,1,4050,' 2014-06-10 11:05:00',1.8137,cluster18
 1.02372 , 5,2,0,6250,' 2014-07-04 13:25:00',1.4066,cluster16
