@relation mainK-timed-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R27-weka.filters.unsupervised.attribute.Remove-R5

@attribute 'dow ' {0,1,2,3,4,5,6}
@attribute ' phase ' {0,1,2,3}
@attribute Day {0,1}
@attribute ' Time' numeric
@attribute 'use [kW]' numeric
@attribute '03:OfficeOutlets* [kVA]' {0,1}
@attribute '04:LivingRoomOutlets* [kVA]' {0,1}
@attribute '05:GuestBathOutlets* [kVA]' {0,1}
@attribute '06:MasterBathOutlets* [kVA]' {0,1}
@attribute '07:LivingRoomPatioLights* [kVA]' {0,1}
@attribute '08:GuestBathHallLights* [kVA]' {0,1}
@attribute '09:DiningRoomOutlets* [kVA]' {0,1}
@attribute '10:OutsideOutlets* [kVA]' {0,1}
@attribute '11:CellarLights* [kVA]' {0,1}
@attribute '14:WashingMachine* [kVA]' {0,1}
@attribute '16:DisposalDishwasher* [kVA]' {0,1}
@attribute '17:Microwave* [kVA]' {0,1}
@attribute '18:KitchenLights* [kVA]' {0,1}
@attribute '19:BedroomOutlets* [kVA]' {0,1}
@attribute '20:BedroomLights* [kVA]' {0,1}
@attribute '21:MasterOutlets* [kVA]' {0,1}
@attribute '22:MasterLights* [kVA]' {0,1}
@attribute '24:CounterOutlets1* [kVA]' {0,1}
@attribute '25:CounterOutlets2* [kVA]' {0,1}
@attribute '26:KitchenOutlets* [kVA]' {0,1}

@data
3,3,1,12290,1.07062,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,1,12280,1.06592,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,1,12270,1.05867,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,1,12260,1.07447,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,1,12250,1.07565,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,1,12240,1.08558,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,1,12230,0.736967,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,3,1,12220,0.786817,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,3,1,12210,0.971467,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,3,1,12200,0.9579,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,3,1,12190,1.06583,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,3,1,12180,1.13593,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,3,1,12170,1.12417,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,3,1,12160,1.10498,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,3,1,12150,0.7954,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,3,1,12140,0.791633,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,3,1,12130,0.8852,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,3,1,12120,1.22873,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,3,1,12110,1.20608,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,3,1,12100,1.21778,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,3,1,12090,1.2194,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,3,1,12080,1.71035,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,3,1,12070,1.81525,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,12060,1.74962,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,12050,1.42823,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,12040,1.38952,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,12030,1.38983,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,12020,1.39133,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,12010,1.39287,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,12000,1.39255,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,11590,1.39308,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,11580,1.40153,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,11570,1.38542,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,11560,1.3708,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,11550,1.37547,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,11540,1.33667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,11530,1.31312,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,11520,1.38997,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,11510,1.70295,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,11500,1.73517,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,11490,1.7165,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,3,1,11480,1.73567,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,3,1,11470,1.7016,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,3,1,11460,1.75218,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,3,1,11450,1.55982,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,3,1,11440,1.5511,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,1,11430,1.48647,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,1,11420,1.58437,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,3,1,11410,1.29337,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,3,1,11400,1.26247,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,3,1,11390,1.34068,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,3,1,11380,1.39818,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,3,1,11370,1.39963,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,3,1,11360,1.62995,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,1,11350,1.86745,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,1,11340,2.12533,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,1,11330,2.16265,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,1,11320,2.14683,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,1,11310,2.11978,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,1,11300,1.46353,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,1,11290,1.88158,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,1,11280,2.3476,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,1,11270,2.3391,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,1,11260,1.99795,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,1,11250,1.46827,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,1,11240,1.46115,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,1,11230,1.4514,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,1,11220,1.45467,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,11210,1.48688,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3,3,1,11200,1.4766,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,11190,1.43138,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,11180,1.49758,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,11170,1.52132,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,11160,1.52305,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,11150,1.55758,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,11140,1.51067,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,11130,1.50317,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,11120,1.49605,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,11110,1.3014,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,11100,1.07403,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,11090,1.10037,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3,3,1,11080,1.10287,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3,3,1,11070,1.06647,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,11060,1.0705,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,11050,1.0764,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,11040,1.07605,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,11030,1.07437,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,11020,1.07912,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,11010,1.08235,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,11000,1.0791,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10590,1.08718,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10580,1.10862,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10570,1.13548,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10560,1.31547,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10550,1.57997,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10540,1.57602,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10530,1.57,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10520,1.5705,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10510,1.58713,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10500,2.06968,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10490,2.08938,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10480,2.07772,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10470,2.02552,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10460,2.03197,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10450,2.04332,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10440,2.04392,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10430,2.039,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10420,2.03515,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10410,2.04202,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10400,2.08477,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10390,1.96992,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10380,1.94652,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10370,1.99458,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10360,1.97722,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10350,1.95973,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3,3,1,10340,2.10392,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
3,3,1,10330,4.68922,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
3,3,1,10320,4.11542,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3,3,1,10310,2.78325,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3,3,1,10300,3.87418,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3,3,1,10290,2.95857,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3,3,1,10280,1.61528,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3,3,1,10270,1.46598,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3,3,1,10260,2.42463,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3,3,1,10250,2.52897,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3,3,1,10240,2.54217,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3,3,1,10230,2.53812,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3,3,1,10220,2.41692,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10210,1.21707,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10200,1.4976,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10190,1.41712,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10180,1.33613,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10170,1.30032,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10160,1.2853,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10150,1.33368,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10140,1.3597,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10130,1.37488,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3,3,1,10120,1.38768,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3,3,1,10110,1.69678,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3,3,1,10100,1.71648,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10090,1.4659,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10080,1.28312,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,3,1,10070,1.25373,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,3,1,10060,1.2639,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,3,1,10050,1.32088,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,3,1,10040,1.244,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10030,1.23145,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10020,1.2336,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10010,1.22835,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,10000,1.22882,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,9590,1.29677,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,9580,1.32503,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,9570,1.31275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9560,0.9932,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9550,0.682183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9540,0.69225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9530,0.687,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9520,0.67365,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9510,0.67085,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9500,0.672283,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9490,1.02222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9480,1.2242,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9470,1.21702,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9460,1.31647,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9450,1.64963,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9440,1.66457,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9430,1.6712,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9420,1.66355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9410,1.6768,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9400,1.55428,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9390,1.55965,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9380,1.57348,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9370,1.5473,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9360,1.56968,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9350,1.57548,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9340,1.589,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9330,1.56773,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9320,1.60257,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9310,1.62278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9300,1.66167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9290,1.73812,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9280,1.54247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9270,1.06698,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9260,1.07175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,9250,1.07047,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,9240,1.38665,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,9230,1.41653,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,9220,1.3487,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,9210,1.2684,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,9200,0.931867,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,9190,0.823883,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3,3,1,9180,0.80895,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3,3,1,9170,0.870617,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3,3,1,9160,0.860483,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,9150,0.828683,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,9140,0.798183,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,9130,0.805433,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,9120,0.800217,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,9110,0.950933,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,9100,1.36553,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,9090,1.36703,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,9080,1.36403,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,9070,1.35602,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,9060,1.38013,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,9050,1.35663,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,9040,1.35708,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,9030,1.36032,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,9020,1.35862,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,9010,1.36253,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,9000,1.37428,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8590,1.37337,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8580,1.36728,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8570,1.36973,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8560,1.36475,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8550,1.36372,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8540,1.36327,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8530,1.36595,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8520,1.3579,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8510,1.35202,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8500,1.3473,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8490,1.34252,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8480,1.49062,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8470,1.98897,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8460,1.91637,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8450,1.5779,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8440,1.56222,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8430,1.5535,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8420,1.57522,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8410,1.5788,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8400,1.63282,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8390,1.61097,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8380,1.62972,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8370,1.53025,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8360,1.43807,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8350,1.8283,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8340,1.85812,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8330,1.83802,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8320,1.86033,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8310,1.86605,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8300,1.8774,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8290,1.90195,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8280,1.96755,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8270,2.04315,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8260,1.3308,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1,8250,1.32757,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
