@relation mainC-refined-weka.filters.unsupervised.attribute.Remove-R7-26

@attribute 'refinedUse ' numeric
@attribute ' dow ' {0,1,2,3,4,5,6}
@attribute ' phase ' {0,1,2,3}
@attribute Day {0,1}
@attribute ' Time' numeric
@attribute 'use [kW]' numeric
@attribute Cluster {cluster13,cluster9,cluster3,cluster5,cluster15,cluster17,cluster4,cluster12,cluster55,cluster11,cluster10,cluster42,cluster19,cluster30,cluster33,cluster36,cluster34,cluster39,cluster54,cluster47,cluster26,cluster25,cluster50,cluster52,cluster28}

@data
0.9456,4,0,1,19460,1.8048,cluster13
0,3,2,1,4490,1.354467,cluster5
2.29863,4,3,1,10420,3.7888,cluster17
0.899567,4,0,1,19450,1.7641,cluster13
0,3,2,1,4480,1.366217,cluster5
2.28195,4,3,1,10410,3.76895,cluster17
0.566034,4,0,1,19440,1.437467,cluster13
0,3,2,1,4470,1.468783,cluster5
0.56845,4,0,1,19430,1.438383,cluster13
0,3,2,1,4460,1.34535,cluster5
0.564117,4,0,1,19420,1.4349,cluster13
0,3,2,1,4450,1.11375,cluster5
0.558067,4,0,1,19410,1.487483,cluster13
0,3,2,1,4440,1.109317,cluster5
0,3,2,1,4430,1.105783,cluster5
2.6243,1,1,1,400,2.968933,cluster13
0,3,2,1,4420,1.112017,cluster5
2.4609,1,1,1,390,2.744417,cluster13
0,3,2,1,4410,1.1145,cluster5
1.13333,1,1,1,380,1.42535,cluster13
0.289335,1,3,1,13590,0.763917,cluster13
0.978533,1,1,1,370,1.265733,cluster13
0.2962,1,3,1,13580,0.780417,cluster13
0.795633,1,1,1,360,1.0874,cluster13
0.444934,1,3,1,13570,0.784667,cluster13
0.857384,1,1,1,350,1.24705,cluster13
0.358368,1,3,1,13560,0.714367,cluster13
0.909766,1,1,1,340,1.637867,cluster13
0.3279,1,3,1,13550,0.665667,cluster13
0.758367,1,1,1,330,1.732267,cluster13
0.31675,1,3,1,13540,0.660383,cluster13
1.18565,1,1,1,320,2.138,cluster13
0.31535,1,3,1,13530,0.6602,cluster13
1.00252,1,1,1,310,1.9531,cluster13
0.331633,1,3,1,13520,0.663483,cluster13
0.323117,1,3,1,13510,0.667,cluster13
0.32095,1,3,1,13500,0.666467,cluster13
0,3,0,1,18500,1.576683,cluster13
0,3,0,1,18490,1.563717,cluster13
0,3,0,1,18480,1.573933,cluster13
0,3,0,1,18470,1.6007,cluster13
0,5,1,1,3500,1.05507,cluster5
0,3,0,1,18460,1.602033,cluster13
0,5,1,1,3490,1.0491,cluster5
0.2524,3,0,1,18450,1.99905,cluster13
0,5,1,1,3480,1.04833,cluster5
0.278167,3,0,1,18440,2.043683,cluster13
0.860796,2,0,1,14010,1.81218,cluster13
0,5,1,1,3470,1.0408,cluster5
0.364,3,0,1,18430,1.8601,cluster13
0.733036,2,0,1,14000,1.70742,cluster13
0,5,1,1,3460,1.03565,cluster5
1.55605,5,0,0,15500,2.50345,cluster13
0.103983,3,0,1,18420,1.281883,cluster13
0.650014,2,3,1,13590,1.59808,cluster13
0,5,1,1,3450,1.0305,cluster5
0.342317,5,0,0,15490,1.315083,cluster13
0.005233,3,0,1,18410,1.197883,cluster13
0.611287,2,3,1,13580,1.56717,cluster13
0,5,1,1,3440,1.03268,cluster5
0.371267,5,0,0,15480,1.33825,cluster13
0.642117,2,3,1,13570,1.584,cluster13
0.02095,5,1,1,3430,0.602983,cluster5
0.364733,5,0,0,15470,1.271533,cluster13
0.290999,0,0,0,23400,0.44055,cluster13
0,5,1,1,500,0.884383,cluster5
0.57132,2,3,1,13560,1.73662,cluster13
0.011166,5,1,1,3420,0.591533,cluster5
0.513517,5,0,0,15460,1.443067,cluster13
0.280367,0,0,0,23390,0.443483,cluster13
0,5,1,1,490,0.8941,cluster5
0.500097,2,3,1,13550,2.14308,cluster13
0.034584,5,1,1,3410,0.596033,cluster5
0.599983,5,0,0,15450,0.951917,cluster13
0.281001,0,0,0,23380,0.443417,cluster13
0,5,1,1,480,0.89375,cluster5
0.506134,2,3,1,13540,2.13245,cluster13
0.617834,5,0,0,15440,0.900867,cluster13
0.275716,0,0,0,23370,0.4398,cluster13
0,5,1,1,470,0.905817,cluster5
0.507079,2,3,1,13530,2.15018,cluster13
1.61078,4,3,1,9500,1.896117,cluster3
0.908383,5,0,0,15430,1.167467,cluster13
0.285367,0,0,0,23360,0.44035,cluster13
0,5,1,1,460,0.896367,cluster5
0.503619,2,3,1,13520,2.12797,cluster13
0.803017,4,3,1,9490,1.0898,cluster3
0.835483,5,0,0,15420,1.145617,cluster13
0.268784,0,0,0,23350,0.445117,cluster13
0,5,1,1,450,0.900683,cluster5
0.802966,4,3,1,9480,1.089483,cluster3
0.792166,5,0,0,15410,1.088933,cluster13
0.255216,0,0,0,23340,0.442983,cluster13
0,4,0,1,18500,1.074533,cluster15
0,5,1,1,440,0.904983,cluster5
0.796483,4,3,1,9470,1.167367,cluster3
0.275917,0,0,0,23330,0.439633,cluster13
0.0034,4,0,1,18490,1.0877,cluster15
0,5,1,1,430,0.899633,cluster5
1.4548,4,3,1,9460,2.705167,cluster3
0.292651,0,0,0,23320,0.442067,cluster13
0,4,0,1,18480,1.177883,cluster15
0,5,1,1,420,0.896283,cluster5
1.45395,4,3,1,9450,2.78435,cluster3
0.281717,0,0,0,23310,0.439617,cluster13
0.0132,4,0,1,18470,1.18315,cluster15
0.419316,6,1,0,3500,1.989,cluster3
0,5,1,1,410,0.901383,cluster5
1.43473,4,3,1,9440,2.782033,cluster3
0,4,0,1,18460,1.186633,cluster15
0.684483,6,1,0,3490,2.24745,cluster3
1.4185,4,3,1,9430,2.746233,cluster3
1.67428,2,2,1,5400,2.076867,cluster3
0,4,0,1,18450,1.1851,cluster15
0.686333,6,1,0,3480,2.2454,cluster3
0.810367,4,3,1,9420,2.141667,cluster3
1.67105,2,2,1,5390,2.095183,cluster3
0.004567,4,0,1,18440,1.185333,cluster15
0.699267,6,1,0,3470,2.31435,cluster3
0.596667,4,3,1,9410,1.946533,cluster3
1.69382,2,2,1,5380,2.142983,cluster3
0.017183,4,0,1,18430,1.180433,cluster15
0.712769,6,1,0,3460,2.34522,cluster3
1.67235,2,2,1,5370,2.088083,cluster3
1.05243,6,0,0,15500,1.4131,cluster13
0.011567,4,0,1,18420,1.17695,cluster15
1.49647,1,0,1,14400,1.97155,cluster15
0.682033,6,1,0,3450,2.6253,cluster3
1.68518,2,2,1,5360,2.092433,cluster3
1.09558,6,0,0,15490,1.343,cluster13
0,4,0,1,18410,1.179467,cluster15
1.94602,1,0,1,14390,2.410117,cluster55
0.500214,6,1,0,3440,2.08768,cluster3
1.68853,2,2,1,5350,2.083883,cluster3
1.12303,6,0,0,15480,1.276517,cluster13
2.29988,1,0,1,14380,2.770817,cluster55
0.52155,6,1,0,3430,1.7524,cluster3
1.6698,2,2,1,5340,2.089,cluster3
1.15418,6,0,0,15470,1.261233,cluster13
0.02535,6,1,0,500,0.392483,cluster5
2.29565,1,0,1,14370,2.7565,cluster55
0.615716,6,1,0,3420,1.4867,cluster3
0.301599,1,0,1,23400,1.160583,cluster13
1.68767,2,2,1,5330,2.082733,cluster3
1.17505,6,0,0,15460,1.260983,cluster13
0.023567,6,1,0,490,0.391867,cluster5
2.2585,1,0,1,14360,2.7242,cluster55
0.599063,6,1,0,3410,1.49673,cluster3
0.968566,1,0,1,23390,1.843517,cluster13
1.65378,2,2,1,5320,2.152183,cluster3
1.17005,6,0,0,15450,1.2559,cluster13
0.025317,6,1,0,480,0.3939,cluster5
2.23747,1,0,1,14350,2.7072,cluster55
1.18815,1,0,1,23380,2.059767,cluster13
1.53262,2,2,1,5310,2.581417,cluster3
1.1731,6,0,0,15440,1.25895,cluster13
0.026366,6,1,0,470,0.391683,cluster5
1.46602,1,0,1,14340,1.94755,cluster55
1.1851,1,0,1,23370,2.0689,cluster13
1.17538,6,0,0,15430,1.26235,cluster13
0.024967,6,1,0,460,0.393367,cluster5
1.09468,1,0,1,14330,1.579583,cluster15
1.267,1,0,1,23360,2.1746,cluster13
1.1775,6,0,0,15420,1.264233,cluster13
0.024501,6,1,0,450,0.394167,cluster5
1.10123,1,0,1,14320,1.578917,cluster15
1.28117,1,0,1,23350,2.2343,cluster13
1.1801,6,0,0,15410,1.266883,cluster13
0.02555,6,1,0,440,0.3948,cluster5
1.8192,1,0,1,14310,2.28845,cluster55
1.2427,1,0,1,23340,2.287083,cluster13
0.02985,6,1,0,430,0.39935,cluster5
1.04118,1,0,1,23330,1.396,cluster13
0.028933,6,1,0,420,0.4003,cluster5
1.00325,1,0,1,23320,1.295533,cluster13
0.008103,5,3,1,9310,1.19232,cluster12
0.037268,6,1,0,410,0.4009,cluster5
0.696334,1,0,1,23310,0.996217,cluster13
0.04024,5,3,1,9300,1.19765,cluster12
0.01099,5,3,1,9290,1.19557,cluster12
0.026074,5,3,1,9280,1.19447,cluster12
0.005014,5,3,1,9270,1.19073,cluster12
0.044894,5,3,1,9260,1.19562,cluster12
0.007823,5,3,1,9250,1.20287,cluster12
0.0273,5,3,1,9240,1.19618,cluster12
0,5,3,1,9230,1.18965,cluster12
0.18814,5,3,1,9220,1.19847,cluster12
1.0546,5,0,1,14500,1.19685,cluster15
1.02922,5,0,1,14490,1.1823,cluster15
1.00695,5,0,1,14480,1.162933,cluster15
0.932432,5,0,1,14470,1.089033,cluster15
0.802717,5,0,1,23500,1.25125,cluster13
0.602688,3,0,1,22400,1.08247,cluster13
0.722767,5,0,1,14460,0.88345,cluster15
0.98975,5,0,1,23490,1.455883,cluster13
0.600099,3,0,1,22390,1.07855,cluster13
0.729435,5,0,1,14450,0.884917,cluster15
0.788266,5,0,1,23480,1.252383,cluster13
0.59837,3,0,1,22380,1.07627,cluster13
0.742067,5,0,1,14440,0.882567,cluster15
1.01717,5,0,1,23470,1.48,cluster13
0,0,3,0,8490,1.48707,cluster13
0.600196,3,0,1,22370,1.07638,cluster13
0.717201,5,0,1,14430,0.88565,cluster15
0.863482,5,0,1,23460,1.308833,cluster13
0,0,3,0,8480,1.52207,cluster13
0.598496,3,0,1,22360,1.07828,cluster13
0.721216,5,0,1,14420,0.877633,cluster15
0.859549,5,0,1,23450,1.3178,cluster13
0,0,3,0,8470,1.60195,cluster13
0.744147,3,0,1,22350,1.21953,cluster13
0.866284,5,0,1,14410,1.028017,cluster15
0.834933,5,0,1,23440,1.274933,cluster13
0,0,3,0,8460,1.57098,cluster13
0.999683,3,0,1,22340,1.46075,cluster13
0.624517,5,0,1,23430,1.069867,cluster13
0.449069,0,3,0,8450,1.60642,cluster13
0.985247,3,0,1,22330,1.45903,cluster13
0.818366,5,0,1,23420,1.268483,cluster13
0.860417,3,0,1,19400,2.265683,cluster13
0.400787,0,3,0,8440,1.45322,cluster13
0.985703,3,0,1,22320,1.46262,cluster13
0.609983,5,0,1,23410,1.072633,cluster13
0.857833,3,0,1,19390,2.272733,cluster13
0.12413,0,3,0,8430,1.20303,cluster13
0.983584,3,0,1,22310,1.45955,cluster13
0.507516,3,0,1,19380,1.934967,cluster13
0.06732,0,3,0,8420,1.16927,cluster13
0.4801,3,0,1,19370,1.89295,cluster13
0.074767,0,3,0,8410,1.2145,cluster13
1.565,2,2,1,4400,2.52495,cluster17
0.47895,3,0,1,19360,1.911967,cluster13
0.084246,0,3,0,8400,1.23453,cluster13
0.851367,2,2,1,4390,1.825267,cluster15
0.482717,3,0,1,19350,1.90065,cluster13
0.8809,2,2,1,4380,1.768933,cluster15
0.50025,1,3,1,13400,1.539417,cluster15
0.475967,3,0,1,19340,1.89985,cluster13
0.572466,6,0,0,14500,1.598217,cluster15
0.9516,2,2,1,4370,1.839,cluster15
0.492133,1,3,1,13390,1.544483,cluster15
0.482033,3,0,1,19330,1.89815,cluster13
0.567799,6,0,0,14490,1.5728,cluster15
0.949933,2,2,1,4360,1.8386,cluster15
0.503734,1,3,1,13380,1.539483,cluster15
0.482466,3,0,1,19320,1.9152,cluster13
0.569183,6,0,0,14480,1.598367,cluster15
0.952984,2,2,1,4350,1.842917,cluster15
0.733667,6,0,0,23500,0.93545,cluster15
0.4816,1,3,1,13370,1.54025,cluster15
0,4,0,1,22400,0.964583,cluster3
0.473501,3,0,1,19310,1.921717,cluster13
0.574183,6,0,0,14470,1.599333,cluster15
0.9127,2,2,1,4340,1.898667,cluster15
0.622966,6,0,0,23490,1.172783,cluster15
0.497467,1,3,1,13360,1.541983,cluster15
0,4,0,1,22390,0.960667,cluster3
0.581567,6,0,0,14460,1.6049,cluster15
0.786284,2,2,1,4330,2.238667,cluster15
0.541916,6,0,0,23480,1.401633,cluster15
0.489183,1,3,1,13350,1.541083,cluster15
0,4,0,1,22380,0.937567,cluster3
0.576718,6,0,0,14450,1.596483,cluster15
0.734349,2,2,1,4320,2.147583,cluster15
0.563049,6,0,0,23470,1.4003,cluster15
0.493316,1,3,1,13340,1.543633,cluster15
0,4,0,1,22370,0.967733,cluster3
0.574084,6,0,0,14440,1.627517,cluster15
0.54785,2,2,1,4310,1.966183,cluster15
0.521067,6,0,0,23460,1.354183,cluster15
0.491516,1,3,1,13330,1.5519,cluster15
0,4,0,1,22360,0.974083,cluster3
0.598284,6,0,0,14430,1.601633,cluster15
2.27252,4,3,1,10400,3.777783,cluster17
0.436266,6,0,0,23450,1.263483,cluster15
0.577167,1,3,1,13320,1.618483,cluster15
0,4,0,1,22350,0.995267,cluster3
0.582599,6,0,0,14420,1.612133,cluster15
2.32747,4,3,1,10390,3.8138,cluster17
0.554217,6,0,0,23440,1.360167,cluster15
0.884134,1,3,1,13310,1.922883,cluster15
0,4,0,1,22340,1.01948,cluster3
0.584583,6,0,0,14410,1.626617,cluster15
2.28778,4,3,1,10380,3.771383,cluster17
0.637667,6,0,0,23430,1.4628,cluster15
0,4,0,1,22330,1.08428,cluster3
2.27582,4,3,1,10370,3.771583,cluster17
0.8105,6,0,0,23420,1.62665,cluster9
0.553032,4,0,1,19400,1.53755,cluster13
0.008037,4,0,1,22320,1.03262,cluster3
2.26403,4,3,1,10360,3.778933,cluster17
1.00325,6,0,0,23410,1.855283,cluster15
0.554533,4,0,1,19390,1.537467,cluster13
0.023616,4,0,1,22310,0.51845,cluster3
2.29045,4,3,1,10350,3.796283,cluster17
0.553999,4,0,1,19380,1.53915,cluster13
2.29433,4,3,1,10340,3.760767,cluster17
0.557783,4,0,1,19370,1.53765,cluster13
2.33005,4,3,1,10330,3.742733,cluster17
0.556483,4,0,1,19360,1.539417,cluster13
2.28542,4,3,1,10320,3.473733,cluster17
0.555633,4,0,1,19350,1.53925,cluster13
2.2858,4,3,1,10310,3.3891,cluster17
0.555433,4,0,1,19340,1.5381,cluster13
0.896766,4,0,1,19330,1.873733,cluster13
0.895434,4,0,1,19320,1.99085,cluster13
0.854267,4,0,1,19310,2.018183,cluster13
0.999733,1,1,1,300,2.000667,cluster13
1.18493,1,1,1,290,2.201367,cluster13
0.9903,1,1,1,280,1.96505,cluster13
0.316866,1,3,1,13490,0.669333,cluster13
1.18097,1,1,1,270,2.167767,cluster13
0.398568,1,3,1,13480,0.75705,cluster13
0.989301,1,1,1,260,1.950317,cluster13
0.302483,1,3,1,13470,0.684583,cluster13
1.00912,1,1,1,250,1.981167,cluster13
0.376167,1,3,1,13460,0.67265,cluster13
1.10903,1,1,1,240,2.186767,cluster13
0.39005,1,3,1,13450,0.669267,cluster13
0.946649,1,1,1,230,2.081233,cluster13
0.370884,1,3,1,13440,0.647933,cluster13
0.830333,1,1,1,220,1.951333,cluster13
0.376534,1,3,1,13430,0.6519,cluster13
0.606466,1,1,1,210,1.72525,cluster13
0.370901,1,3,1,13420,0.6466,cluster13
0.369684,1,3,1,13410,0.646217,cluster13
0.370502,1,3,1,13400,0.648367,cluster13
0.02665,3,0,1,18400,1.198167,cluster13
0.035483,3,0,1,18390,1.191683,cluster13
0.001867,3,0,1,18380,1.206283,cluster13
0.011,3,0,1,18370,1.19795,cluster13
0.040334,5,1,1,3400,0.5983,cluster5
0.027768,3,0,1,18360,1.188817,cluster13
0.042966,5,1,1,3390,0.5944,cluster5
0.039134,3,0,1,18350,1.237417,cluster13
0.026849,5,1,1,3380,0.59585,cluster5
0.383033,3,0,1,18340,1.5804,cluster13
0.505551,2,3,1,13510,2.1331,cluster13
0.038552,5,1,1,3370,0.589317,cluster5
0.381316,3,0,1,18330,1.583883,cluster13
0.511049,2,3,1,13500,2.1629,cluster13
0.047684,5,1,1,3360,0.584567,cluster5
0.7949,5,0,0,15400,1.093667,cluster13
0.333733,3,0,1,18320,1.3853,cluster13
0.506063,2,3,1,13490,2.17258,cluster13
0.0537,5,1,1,3350,0.58295,cluster5
0.921484,5,0,0,15390,1.223317,cluster13
0.118,3,0,1,18310,1.083367,cluster13
0.526254,2,3,1,13480,2.24512,cluster13
0.092083,5,1,1,3340,0.571567,cluster5
0.955383,5,0,0,15380,1.239083,cluster13
0.855697,2,3,1,13470,2.28193,cluster13
0,5,1,1,3330,1.00112,cluster5
0.998783,5,0,0,15370,1.281733,cluster13
0.279499,0,0,0,23300,0.44075,cluster13
0,5,1,1,400,0.91695,cluster5
1.02063,2,3,1,13460,2.17028,cluster13
0,5,1,1,3320,1.24412,cluster5
1.12918,5,0,0,15360,1.420067,cluster13
0.272251,0,0,0,23290,0.439067,cluster13
0,5,1,1,390,0.903483,cluster5
1.02645,2,3,1,13450,2.1741,cluster13
0,5,1,1,3310,1.49042,cluster5
0.914567,5,0,0,15350,1.142633,cluster13
0.282617,0,0,0,23280,0.43675,cluster13
0,5,1,1,380,0.948267,cluster5
1.03078,2,3,1,13440,2.1793,cluster13
0.933483,5,0,0,15340,1.095033,cluster13
0.270284,0,0,0,23270,0.438867,cluster13
0,5,1,1,370,0.966167,cluster5
1.04145,2,3,1,13430,2.18675,cluster13
0.597283,4,3,1,9400,1.940717,cluster3
0.930216,5,0,0,15330,1.084633,cluster15
0.294983,0,0,0,23260,0.439467,cluster13
0,5,1,1,360,1.0311,cluster5
1.02339,2,3,1,13420,2.18607,cluster13
1.3796,4,3,1,9390,2.218233,cluster3
0.928718,5,0,0,15320,1.080117,cluster15
0.333699,0,0,0,23250,0.4217,cluster13
0.016933,5,1,1,350,0.820533,cluster5
1.56678,4,3,1,9380,2.367867,cluster3
0.932767,5,0,0,15310,1.101683,cluster15
0.333334,0,0,0,23240,0.421367,cluster13
0.054951,4,0,1,18400,1.157467,cluster15
0.020217,5,1,1,340,0.50405,cluster5
1.53983,4,3,1,9370,2.367617,cluster3
0.332451,0,0,0,23230,0.420567,cluster13
0.061383,4,0,1,18390,1.159983,cluster15
0.019151,5,1,1,330,0.503017,cluster5
1.5403,4,3,1,9360,2.348933,cluster3
0.326383,0,0,0,23220,0.4285,cluster13
0.061984,4,0,1,18380,1.161167,cluster15
0.017233,5,1,1,320,0.503267,cluster5
1.52668,4,3,1,9350,2.3315,cluster3
0.138099,0,0,0,23210,0.823267,cluster13
0.060766,4,0,1,18370,1.159883,cluster15
0.019833,5,1,1,310,0.49935,cluster5
0.926799,4,3,1,9340,1.70605,cluster3
0.2348,4,0,1,18360,1.828567,cluster15
0.707317,4,3,1,9330,1.5207,cluster3
1.55088,2,2,1,5300,2.569617,cluster3
0.09135,4,0,1,18350,1.81265,cluster15
0.707784,4,3,1,9320,1.5359,cluster3
1.5327,2,2,1,5290,2.574633,cluster3
0,4,0,1,18340,1.609817,cluster15
1.3933,4,3,1,9310,2.1089,cluster3
1.55192,2,2,1,5280,2.566783,cluster3
0,4,0,1,18330,1.6201,cluster15
1.53413,2,2,1,5270,2.563917,cluster3
1.17888,6,0,0,15400,1.265933,cluster13
0,4,0,1,18320,1.614583,cluster15
1.8981,1,0,1,14300,2.358233,cluster55
1.52928,2,2,1,5260,2.634533,cluster3
1.1362,6,0,0,15390,1.5419,cluster13
0,4,0,1,18310,1.624717,cluster15
2.01062,1,0,1,14290,2.477317,cluster55
1.50192,2,2,1,5250,2.6738,cluster3
1.0138,6,0,0,15380,2.062,cluster13
2.06855,1,0,1,14280,2.534233,cluster55
1.5169,2,2,1,5240,2.66505,cluster3
0.993534,6,0,0,15370,2.07395,cluster13
2.03128,1,0,1,14270,2.51015,cluster55
0.39385,1,0,1,23300,0.697783,cluster13
1.50618,2,2,1,5230,2.674633,cluster3
0.984433,6,0,0,15360,2.07295,cluster13
2.04613,1,0,1,14260,2.506283,cluster55
0.399567,1,0,1,23290,0.696017,cluster13
1.5917,2,2,1,5220,2.55765,cluster3
1.00038,6,0,0,15350,2.077167,cluster13
1.4365,1,0,1,14250,1.894417,cluster55
0.401383,1,0,1,23280,0.69835,cluster13
1.63987,2,2,1,5210,2.53565,cluster3
1.00058,6,0,0,15340,2.054717,cluster13
1.54423,1,0,1,14240,1.998183,cluster15
0.419083,1,0,1,23270,0.696567,cluster13
0.997766,6,0,0,15330,2.066083,cluster13
2.49832,1,0,1,14230,2.970083,cluster15
0.412934,1,0,1,23260,0.699733,cluster13
0.972816,6,0,0,15320,2.059833,cluster13
3.7296,1,0,1,14220,4.18235,cluster55
0.418966,1,0,1,23250,0.699283,cluster13
0.957366,6,0,0,15310,2.022083,cluster13
3.83332,1,0,1,14210,4.288567,cluster55
0.400051,1,0,1,23240,0.704367,cluster13
0.310317,1,0,1,23230,0.802917,cluster13
0.3114,1,0,1,23220,0.80365,cluster13
0.303567,1,0,1,23210,0.9161,cluster13
0.886116,6,3,0,8400,1.21015,cluster15
0.861913,6,3,0,8390,1.20168,cluster15
0.854884,6,3,0,8380,1.19135,cluster15
0.89517,6,3,0,8370,1.24437,cluster15
0.909731,6,3,0,8360,1.24458,cluster15
0.90272,6,3,0,8350,1.24242,cluster15
0.91048,6,3,0,8340,1.24788,cluster15
1.03077,6,3,0,8330,1.35197,cluster15
1.25349,6,3,0,8320,1.59327,cluster15
1.24815,6,3,0,8310,1.5877,cluster15
1.03267,5,0,1,14400,1.200283,cluster15
1.03415,5,0,1,14390,1.1857,cluster15
1.16732,5,0,1,14380,1.325683,cluster15
1.1291,5,0,1,14370,1.275033,cluster15
0.635233,5,0,1,23400,1.095233,cluster13
0.965983,3,0,1,22300,1.4484,cluster13
0.696217,5,0,1,14360,0.8586,cluster15
0.858366,5,0,1,23390,1.3397,cluster13
0.943167,3,0,1,22290,1.44005,cluster13
0.730851,5,0,1,14350,1.002817,cluster15
1.49088,5,0,1,23380,1.953083,cluster13
0.776746,3,0,1,22280,1.26418,cluster13
0.725784,5,0,1,14340,1.010267,cluster15
1.50667,5,0,1,23370,1.95335,cluster13
0.275764,0,3,0,8390,1.26408,cluster13
0.627881,3,0,1,22270,1.08483,cluster13
0.758384,5,0,1,14330,1.000067,cluster15
1.49348,5,0,1,23360,1.960283,cluster13
0.946081,0,3,0,8380,1.38113,cluster13
0.660867,3,0,1,22260,1.0759,cluster13
0.797266,5,0,1,14320,0.993683,cluster15
1.2396,5,0,1,23350,1.715667,cluster13
0.37375,0,3,0,8370,0.8061,cluster13
0.677533,3,0,1,22250,1.0744,cluster13
0.79625,5,0,1,14310,0.9928,cluster15
1.19253,5,0,1,23340,1.661217,cluster13
0.231701,0,3,0,8360,0.668617,cluster13
0.677963,3,0,1,22240,1.07583,cluster13
1.20238,5,0,1,23330,1.662633,cluster13
0,0,3,0,8350,0.679183,cluster13
0.679596,3,0,1,22230,1.07878,cluster13
1.20182,5,0,1,23320,1.664067,cluster13
0.48685,3,0,1,19300,1.905217,cluster13
0,0,3,0,8340,0.8384,cluster13
0.679303,3,0,1,22220,1.07867,cluster13
0.902166,5,0,1,23310,1.3762,cluster13
0.583534,3,0,1,19290,2.016717,cluster13
0.087731,0,3,0,8330,1.11893,cluster13
0.678599,3,0,1,22210,1.07745,cluster13
0.898284,3,0,1,19280,2.322367,cluster13
0.094681,0,3,0,8320,1.11573,cluster13
0.886216,3,0,1,19270,2.31135,cluster13
0,0,3,0,8310,1.1164,cluster13
0.541967,2,2,1,4300,1.9947,cluster15
0.882,3,0,1,19260,2.3227,cluster13
0.038137,0,3,0,8300,1.19977,cluster13
0.540733,2,2,1,4290,1.9866,cluster15
0.877751,3,0,1,19250,2.32705,cluster13
0.549716,2,2,1,4280,1.99865,cluster15
0.907167,1,3,1,13300,1.9076,cluster15
0.863983,3,0,1,19240,2.332017,cluster13
0.590667,6,0,0,14400,1.6354,cluster15
0.546016,2,2,1,4270,1.99,cluster15
0.919817,1,3,1,13290,1.890783,cluster15
0.848484,3,0,1,19230,2.350617,cluster13
0.561167,6,0,0,14390,1.6522,cluster15
0.54605,2,2,1,4260,1.99085,cluster15
0.686934,1,3,1,13280,1.660967,cluster15
0.6244,3,0,1,19220,1.705583,cluster13
0.624099,6,0,0,14380,1.715683,cluster15
0.55445,2,2,1,4250,1.993433,cluster15
0.559133,1,3,1,13270,1.53765,cluster15
0.024333,4,0,1,22300,0.518833,cluster3
0.602833,3,0,1,19210,1.56155,cluster13
0.718184,6,0,0,14370,1.237767,cluster15
0.554433,2,2,1,4240,2.000017,cluster15
0.559066,1,3,1,13260,1.538,cluster15
0.023,4,0,1,22290,0.519067,cluster3
1.07005,6,0,0,14360,1.427383,cluster15
1.33132,2,2,1,4230,2.7814,cluster17
0.564084,1,3,1,13250,1.543017,cluster15
0.02555,4,0,1,22280,0.51815,cluster3
1.05445,6,0,0,14350,1.416733,cluster15
1.52497,2,2,1,4220,2.987817,cluster17
0.711499,1,3,1,13240,1.797033,cluster15
0.024867,4,0,1,22270,0.518417,cluster3
1.0503,6,0,0,14340,1.4052,cluster15
1.53108,2,2,1,4210,2.999917,cluster17
0.393367,1,3,1,13230,1.935967,cluster15
0.025317,4,0,1,22260,0.5187,cluster3
0.945984,6,0,0,14330,1.294133,cluster15
2.29035,4,3,1,10300,3.3951,cluster17
0.401199,1,3,1,13220,1.948983,cluster15
0.024833,4,0,1,22250,0.5184,cluster3
0.7135,6,0,0,14320,1.067367,cluster15
2.28857,4,3,1,10290,3.39605,cluster17
0.395484,1,3,1,13210,1.938317,cluster15
0.024734,4,0,1,22240,0.519267,cluster3
0.72035,6,0,0,14310,1.060917,cluster15
2.27903,4,3,1,10280,3.38635,cluster17
0.0247,4,0,1,22230,0.51925,cluster3
2.28008,4,3,1,10270,3.390333,cluster17
0.843166,4,0,1,19300,1.999733,cluster13
0.024283,4,0,1,22220,0.519333,cluster3
2.19478,4,3,1,10260,3.57165,cluster17
0.646533,4,0,1,19290,1.8193,cluster13
0.0238,4,0,1,22210,0.519467,cluster3
2.11407,4,3,1,10250,3.692417,cluster17
0.490733,4,0,1,19280,1.661233,cluster13
2.12245,4,3,1,10240,3.717517,cluster17
0.478317,4,0,1,19270,1.667183,cluster13
2.10977,4,3,1,10230,3.717333,cluster17
0.47275,4,0,1,19260,1.665717,cluster13
2.1049,4,3,1,10220,3.722817,cluster17
0.468349,4,0,1,19250,1.664883,cluster13
2.12992,4,3,1,10210,3.808867,cluster17
0.470967,4,0,1,19240,1.6634,cluster13
0.479099,4,0,1,19230,1.658833,cluster13
0.489584,4,0,1,19220,1.650967,cluster13
0.5125,4,0,1,19210,1.649467,cluster13
0.359817,6,2,0,4400,3.828733,cluster15
0.510684,6,2,0,4390,3.987117,cluster15
0.949817,6,2,0,4380,4.43595,cluster15
0.3515,6,2,0,4370,3.871517,cluster15
0.062001,1,3,1,13390,0.650067,cluster13
0.346734,6,2,0,4360,3.886967,cluster15
0,1,3,1,13380,0.658183,cluster13
0.4336,6,2,0,4350,3.804517,cluster15
0.179313,1,3,1,13370,1.07158,cluster13
0.457266,6,2,0,4340,3.4105,cluster15
0.101863,1,3,1,13360,1.06993,cluster13
0.445082,6,2,0,4330,3.485133,cluster15
0.035417,1,3,1,13350,1.0845,cluster13
0.3913,6,2,0,4320,3.539683,cluster15
0.176349,1,3,1,13340,1.2389,cluster13
